Occupation Code / 职业代码,Occupation Name / 职业名称,KSA ID / KSA 编号,KSA Type / KSA 类型,KSA Subcategory / KSA 子类别,KSA Unit Name (CN) / KSA 单元名称 (中文),KSA Definition (CN) / KSA 定义 (中文),Related Tasks / 关联任务
,采购员,S001,Skill,,Data Analysis and Research,"Technical skill in utilizing software tools to gather, process, and visualize procurement data.",T001|T009
,采购员,S002,Skill,,Negotiation and Communication,"Interpersonal skill in persuading suppliers, resolving conflicts, and building trust.",T002|T007
,采购员,S003,Skill,,Critical Thinking and Decision Making,Cognitive skill in evaluating complex scenarios and selecting optimal procurement strategies.,T003|T005
,采购员,A001,Ability,,Analytical Judgment,Cognitive ability to synthesize diverse information sources into coherent conclusions.,T001|T003
,采购员,A002,Ability,,Physical Mobility,Physical ability to travel to supplier sites and conduct on-site inspections.,T006
,采购员,A003,Ability,,Social Adaptability,Social ability to adapt communication styles to different stakeholders and cultural contexts.,T002|T007
,营销员,K001,Knowledge,,Market Dynamics and Consumer Behavior,"Declarative understanding of market forces, consumer psychology, and industry trends required to identify opportunities.",T001|T008
,营销员,K002,Knowledge,,Sales Process and Negotiation Protocols,"Procedural knowledge of the step-by-step sales cycle, contract terms, and negotiation tactics.",T003|T006
,营销员,K003,Knowledge,,Strategic Brand Positioning,Strategic ability to synthesize market data and consumer insights into a coherent long-term brand vision.,T002|T004
,营销员,S001,Skill,,Data Analysis and Visualization,Technical proficiency in using software tools to process market data and generate actionable visual reports.,T001|T006
,营销员,S002,Skill,,Interpersonal Communication,"Interpersonal skill in building rapport, active listening, and adapting communication styles to diverse client personalities.",T003|T005
,营销员,S003,Skill,,Creative Campaign Design,"Cognitive skill in conceptualizing, planning, and executing multi-channel marketing campaigns.",T004|T007
,营销员,A001,Ability,,Analytical Reasoning,Cognitive ability to interpret complex data sets and deduce logical conclusions for decision-making.,T001|T008
,营销员,A002,Ability,,Physical Endurance and Mobility,"Physical ability to travel to client sites, attend events, and maintain energy levels during long working hours.",T009|T003
,营销员,A003,Ability,,Social Persuasion,"Social ability to influence client decisions, resolve conflicts, and foster trust through emotional connection.",T003|T005
,商品营业员,K001,Knowledge,,商品知识,掌握所售商品的规格、材质、功能、价格及适用场景等事实性信息。,T002|T006
,商品营业员,K002,Knowledge,,陈列技巧,理解视觉营销原理，掌握商品摆放、色彩搭配及空间布局的操作规范。,T003
,商品营业员,K003,Knowledge,,客户服务,掌握服务礼仪、投诉处理流程及会员管理策略等规范性知识。,T001|T004
,商品营业员,S001,Skill,,商品陈列,能够熟练运用工具将商品按标准进行物理摆放与调整。,T003
,商品营业员,S002,Skill,,沟通,能够运用语言与非语言技巧与顾客建立联系、引导需求并化解矛盾。,T001|T004
,商品营业员,S003,Skill,,销售,能够运用谈判技巧与促销策略促成交易并提升客单价。,T002|T005
,商品营业员,A001,Ability,,细心,具备在重复性工作中保持高专注度，准确识别商品差异与数据错误的认知能力。,T006|T008
,商品营业员,A002,Ability,,体力耐力,具备长时间站立、搬运商品及进行清洁整理所需的身体机能。,T003|T007
,商品营业员,A003,Ability,,服务意识,具备主动关怀顾客、感知情绪变化并调整服务态度的社会互动能力。,T001|T004
,收银员,K001,Knowledge,,货币与支付法规知识,掌握法定货币特征、防伪技术、电子支付协议及反洗钱相关法规的陈述性知识。,T002|T007
,收银员,K002,Knowledge,,收银设备操作流程,熟悉POS机、扫码枪、验钞机等设备的启动、操作、故障排查及数据录入的标准程序。,T001|T009
,收银员,K003,Knowledge,,零售服务策略,理解促销规则、会员体系及顾客满意度管理策略，以优化交易体验与店铺收益。,T004|T008
,收银员,S001,Skill,,设备操作技能,熟练运用各类收银硬件与软件进行商品扫描、支付处理及数据输出的实操能力。,T001|T009
,收银员,S002,Skill,,人际沟通技能,能够清晰表达支付信息、有效安抚顾客情绪并建立信任关系的互动技巧。,T004|T010
,收银员,S003,Skill,,快速计算技能,在高压环境下迅速进行加减乘除运算、找零核对及账目平衡的心算与笔算能力。,T003|T006
,收银员,A001,Ability,,专注力与细心,在长时间重复操作中保持高度注意力，准确识别细微差异与错误的认知潜能。,T002|T003
,收银员,A002,Ability,,手部精细动作能力,具备快速、准确进行点钞、扫码及整理票据的手眼协调与肌肉控制能力。,T001|T009
,收银员,A003,Ability,,社会适应力,能够灵活应对不同性格顾客的需求，调节自身情绪以维持服务态度的社会潜能。,T004|T010
,摊商,K001,Knowledge,,商品与市场行情知识,掌握所售商品的特性、保质期、价格波动规律及本地消费者偏好。,T001|T004
,摊商,K002,Knowledge,,摊位运营流程知识,熟悉从进货、陈列、销售到收尾的标准化操作步骤及简单加工技巧。,T003|T008
,摊商,K003,Knowledge,,经营策略知识,理解如何通过定价、促销和选址策略实现利润最大化。,T001|T004
,摊商,S001,Skill,,商品加工技能,能够熟练运用工具对商品进行切割、组装或简单烹饪等物理处理。,T003
,摊商,S002,Skill,,人际沟通技能,能够运用语言和非语言技巧与顾客建立信任、化解矛盾并促成交易。,T002|T005
,摊商,S003,Skill,,市场应变技能,能够根据天气、人流和竞争状况快速调整销售策略和陈列方式。,T004|T005
,摊商,A001,Ability,,经营决策能力,在信息不完全的情况下，快速判断进货量和定价策略的决策力。,T001|T004
,摊商,A002,Ability,,体力操作能力,具备长时间站立、搬运重物及进行精细手工操作的体能。,T003|T007
,摊商,A003,Ability,,社会互动能力,能够敏锐感知顾客情绪并做出恰当的社会性回应以维持交易关系。,T002|T005
,连锁经营管理师,K001,Knowledge,,连锁经营理论体系,掌握特许权授予、标准化复制、供应链协同及单店盈利模型的理论框架。,T001|T003
,连锁经营管理师,K002,Knowledge,,门店运营标准作业程序,熟悉从开店筹备、日常巡检到闭店结算的全流程标准化操作规范。,T002|T008
,连锁经营管理师,K003,Knowledge,,区域市场战略分析,理解宏观经济、消费趋势与竞争格局对多门店网络布局的影响机制。,T001|T005
,连锁经营管理师,S001,Skill,,数据可视化与报表构建,熟练运用 BI 工具将销售、库存及客流数据转化为可执行的商业洞察图表。,T005|T007
,连锁经营管理师,S002,Skill,,团队激励与冲突调解,通过沟通技巧、情感共鸣及非正式影响力解决员工矛盾并提升团队士气。,T004|T006
,连锁经营管理师,S003,Skill,,动态决策与情景模拟,在信息不完全或突发状况下，快速权衡利弊并制定最优应对方案的能力。,T001|T006
,连锁经营管理师,A001,Ability,,复杂逻辑推理,能够识别多门店网络中的因果链条，推导异常数据背后的根本原因。,T005|T007
,连锁经营管理师,A002,Ability,,体力耐力与现场适应,具备在长时间巡店、搬运货物或应对突发现场状况下保持身体机能的能力。,T002|T010
,连锁经营管理师,A003,Ability,,社会影响力构建,在组织内部建立信任关系，通过非职权影响力推动跨部门协作与变革。,T004|T008
,农产品经纪人,K001,Knowledge,,农产品基础属性知识,掌握各类农产品的生长周期、品质分级标准、储存条件及季节性特征。,T001|T008
,农产品经纪人,K002,Knowledge,,市场交易与合同法务流程,熟悉农产品流通环节的法律规范、合同条款构成及交易结算流程。,T003|T006
,农产品经纪人,K003,Knowledge,,区域市场供需战略分析,理解宏观政策、气候因素及消费趋势对特定区域农产品价格的影响机制。,T002|T004
,农产品经纪人,S001,Skill,,农产品质量感官评估技能,运用视觉、嗅觉、触觉等感官手段快速准确判断农产品新鲜度与等级。,T001
,农产品经纪人,S002,Skill,,商务谈判与沟通技巧,在买卖双方之间进行利益博弈，达成价格共识并建立长期合作信任。,T003|T005
,农产品经纪人,S003,Skill,,市场数据建模与分析技能,利用统计工具处理历史交易数据，构建供需预测模型以辅助决策。,T002|T007
,农产品经纪人,A001,Ability,,复杂信息综合判断能力,在信息不对称环境下，快速整合多方数据并做出最优交易决策。,T004|T002
,农产品经纪人,A002,Ability,,田间现场作业耐力,适应户外环境，长时间在田间地头或批发市场进行实地勘察和搬运协调。,T001|T007
,农产品经纪人,A003,Ability,,社会信任构建与维系能力,通过诚信行为和人际互动，在松散的市场网络中建立可靠的商业信誉。,T005|T009
,粮油竞价交易员,K001,Knowledge,,粮油商品属性知识,掌握粮食及油脂的物理特性、储存条件、质量分级标准及季节性波动规律。,T004|T007
,粮油竞价交易员,K002,Knowledge,,竞价交易规则流程,熟悉电子竞价系统的操作逻辑、交易时间窗口、结算规则及法律法规约束。,T001|T002|T006
,粮油竞价交易员,K003,Knowledge,,市场战略研判知识,理解宏观经济政策、供需平衡理论及价格形成机制，用于制定交易策略。,T004|T005
,粮油竞价交易员,S001,Skill,,交易系统操作技能,熟练运用竞价软件进行下单、撤单、查询及数据导出等具体操作。,T002|T003
,粮油竞价交易员,S002,Skill,,商务谈判沟通技能,在竞价过程中与多方进行实时语言交互，进行价格博弈与条款协商。,T005|T010
,粮油竞价交易员,S003,Skill,,数据逻辑分析技能,对交易数据进行清洗、统计与趋势分析，识别异常交易行为。,T003|T004
,粮油竞价交易员,A001,Ability,,快速决策能力,在毫秒级竞价窗口内，基于复杂信息迅速做出买入或卖出判断。,T002|T008
,粮油竞价交易员,A002,Ability,,手眼协调操作能力,能够精准操作键盘与鼠标，在高频交易环境下保持操作零失误。,T002|T006
,粮油竞价交易员,A003,Ability,,人际信任构建能力,通过沟通建立与交易对手的信任关系，确保交易顺利达成与履约。,T005|T010
,易货师,K001,Knowledge,,易货贸易规则,掌握非货币交易的法律框架、税务处理及行业惯例。,T001|T006
,易货师,K002,Knowledge,,商品价值评估流程,熟悉非标品的定价模型、折旧计算及市场对标方法。,T002|T007
,易货师,K003,Knowledge,,战略风险管理,理解易货交易中的信用风险、流动性风险及对冲策略。,T004|T005
,易货师,S001,Skill,,交易方案策划,能够设计复杂的非货币互换路径，平衡多方利益。,T001|T007
,易货师,S002,Skill,,商务谈判沟通,在谈判中运用语言与非语言技巧达成价值共识。,T003|T009
,易货师,S003,Skill,,价值分析建模,运用逻辑与数据工具对非标商品进行量化与定性分析。,T002|T004
,易货师,A001,Ability,,复杂问题解决,在信息不对称环境下快速识别关键变量并制定对策。,T001|T004
,易货师,A002,Ability,,体力耐力,能够适应高频出差、现场验货及物流协调的体力要求。,T008
,易货师,A003,Ability,,社会影响力,建立并维持跨组织、跨行业的信任网络与资源交换关系。,T003|T005|T009
,二手车经纪人,K001,Knowledge,,Vehicle Valuation Standards,"Declarative knowledge regarding market pricing models, depreciation curves, and condition grading systems for used cars.",T001|T004
,二手车经纪人,K002,Knowledge,,Transaction Legal Procedures,"Procedural knowledge of transfer regulations, contract requirements, and compliance protocols specific to the used car market.",T003|T006
,二手车经纪人,K003,Knowledge,,Market Strategy Formulation,Strategic knowledge involving the ability to predict market shifts and formulate sourcing strategies to maximize profit margins.,T004|T002
,二手车经纪人,S001,Skill,,Technical Inspection Proficiency,"Technical skill to physically examine vehicles, identify mechanical issues, and accurately estimate repair costs.",T001
,二手车经纪人,S002,Skill,,Interpersonal Negotiation,"Interpersonal skill to build rapport, read emotional cues, and persuade parties to agree on favorable terms.",T002|T005
,二手车经纪人,S003,Skill,,Cognitive Pattern Recognition,Cognitive skill to analyze complex vehicle histories and distinguish between genuine anomalies and fraud indicators.,T001|T008
,二手车经纪人,A001,Ability,,Decision Making Under Uncertainty,"Cognitive ability to make quick, accurate judgments on vehicle value and deal viability despite incomplete information.",T001|T004
,二手车经纪人,A002,Ability,,Physical Stamina and Dexterity,"Physical ability to perform extended physical inspections, move vehicles, and handle paperwork in various environments.",T001|T006
,二手车经纪人,A003,Ability,,Ethical Integrity and Trust Building,"Social ability to maintain honesty and transparency, fostering long-term trust with clients and partners.",T002|T005
,再生物资回收挑选工L,K001,Knowledge,,物资分类知识,掌握各类可回收物（如塑料、金属、纸张）的物理特性、市场价值及分类标准。,T001|T002
,再生物资回收挑选工L,K002,Knowledge,,回收法规与流程,熟悉国家及地方关于废弃物回收的法律法规、操作流程及危险品处理规范。,T004|T008
,再生物资回收挑选工L,K003,Knowledge,,危险品识别策略,能够根据物资外观、气味及来源，制定识别并隔离潜在危险化学品的策略。,T004|T005
,再生物资回收挑选工L,S001,Skill,,物资鉴别技能,运用视觉、触觉及经验快速准确区分不同材质与品质的回收物资。,T001
,再生物资回收挑选工L,S002,Skill,,沟通协作技能,与运输人员、管理人员及客户进行有效沟通，确保物资交接无误。,T009
,再生物资回收挑选工L,S003,Skill,,风险判断技能,在复杂作业环境中快速评估潜在风险并做出正确的安全决策。,T005|T004
,再生物资回收挑选工L,A001,Ability,,观察能力,保持高度专注，敏锐捕捉物资细微特征及环境异常变化的能力。,T001|T005
,再生物资回收挑选工L,A002,Ability,,体力操作能力,具备足够的体能进行搬运、剪切、破碎等重体力劳动。,T002|T003
,再生物资回收挑选工L,A003,Ability,,安全意识能力,在作业过程中始终保持对潜在危险的警觉并严格执行安全规范。,T005|T004
,农产品购销员,K001,Knowledge,,Agricultural Product Knowledge,"Understanding of crop varieties, seasonal availability, quality standards, and spoilage characteristics of agricultural goods.",T001|T004
,农产品购销员,K002,Knowledge,,Procurement and Sales Procedures,"Procedural knowledge of legal contracts, logistics protocols, storage requirements, and transaction documentation standards.",T003|T007
,农产品购销员,K003,Knowledge,,Market Strategy and Pricing Analysis,"Strategic understanding of supply-demand dynamics, price fluctuation patterns, and competitive positioning in agricultural markets.",T005|T002
,农产品购销员,S001,Skill,,Product Inspection and Grading,"Technical ability to visually and tactilely assess produce quality, identify defects, and apply grading standards accurately.",T001|T004
,农产品购销员,S002,Skill,,Stakeholder Negotiation,"Interpersonal skill to communicate value propositions, manage emotions, and reach mutually beneficial agreements with farmers and buyers.",T002|T006
,农产品购销员,S003,Skill,,Data Analysis and Decision Making,"Cognitive skill to interpret market data, forecast trends, and make informed purchasing or selling decisions.",T005|T008
,农产品购销员,A001,Ability,,Sensory Perception and Judgment,"Cognitive ability to integrate visual, olfactory, and tactile inputs to make rapid quality assessments.",T001
,农产品购销员,,Ability,,Physical Endurance and Dexterity,"Physical ability to handle heavy loads, perform repetitive sorting tasks, and work in varying environmental conditions.",T004|T010
,农产品购销员,A003,Ability,,Social Adaptability and Trust Building,"Social ability to establish rapport, navigate cultural nuances, and maintain long-term business relationships.",T006|T008
,医药商品购销员,K001,Knowledge,,医药商品专业知识,掌握药品的药理作用、适应症、禁忌症及配伍禁忌等基础理论，确保购销行为符合医疗规范。,T002|T004
,医药商品购销员,K002,Knowledge,,药品经营质量管理规范 (GSP),熟悉药品流通全过程中的储存、运输、销售及记录管理的法定程序与操作标准。,T004|T005
,医药商品购销员,K003,Knowledge,,区域医药市场战略,理解目标市场的竞争格局、政策导向及客户需求变化，制定差异化的购销策略。,T003|T006
,医药商品购销员,S001,Skill,,采购与销售执行技能,熟练运用采购系统与销售工具，完成订单生成、库存调配及客户谈判等具体操作。,T001|T003
,医药商品购销员,S002,Skill,,药学服务沟通技能,能够准确理解患者或医生需求，以专业且具同理心的方式提供用药建议与咨询服务。,T002|T007
,医药商品购销员,S003,Skill,,市场数据分析技能,运用统计工具分析销售数据与竞品动态，识别市场趋势并优化购销决策。,T006|T008
,医药商品购销员,A001,Ability,,细节观察与记忆能力,能够敏锐识别药品批号、有效期及储存条件差异，并准确回忆复杂药品信息。,T004|T005
,医药商品购销员,A002,Ability,,体力耐力与操作灵活性,具备在仓库环境中进行搬运、盘点及长时间站立工作的身体机能。,T004|T009
,医药商品购销员,A003,Ability,,人际信任构建能力,通过真诚沟通与专业表现建立客户长期信任关系，有效化解矛盾与纠纷。,T002|T007
,出版物发行员,K001,Knowledge,,Publication Industry Knowledge,"Declarative understanding of book types, publishing cycles, copyright laws, and market segments.",T001|T004
,出版物发行员,K002,Knowledge,,Distribution Channel Management,"Procedural knowledge of logistics workflows, inventory control systems, and supply chain protocols.",T002|T005
,出版物发行员,K003,Knowledge,,Market Strategy Formulation,Strategic ability to align inventory levels with seasonal demand and regional sales trends.,T004|T006
,出版物发行员,S001,Skill,,Logistics Operation,Technical proficiency in operating warehouse management systems and physical handling equipment.,T001|T002
,出版物发行员,S002,Skill,,Customer Relationship Management,"Interpersonal skill in building trust, negotiating terms, and resolving conflicts with clients.",T003|T007
,出版物发行员,S003,Skill,,Data Analysis,"Cognitive ability to interpret sales data, identify trends, and generate actionable insights.",T004|T009
,出版物发行员,A001,Ability,,Attention to Detail,Cognitive capacity to ensure accuracy in inventory counts and order processing.,T002|T009
,出版物发行员,A002,Ability,,Physical Endurance,"Physical ability to lift, move, and organize heavy books and storage materials.",T001|T008
,出版物发行员,A003,Ability,,Social Empathy,Social capacity to perceive client needs and emotions to facilitate effective service delivery.,T003|T007
,烟草制品购销员,K001,Knowledge,,烟草专卖法律法规,掌握国家烟草专卖法、许可证管理制度及广告限制等强制性法规知识。,T001|T007
,烟草制品购销员,K002,Knowledge,,采购与供应链操作流程,熟悉烟草制品从订货、入库、仓储到配送的标准化作业程序。,T001|T009
,烟草制品购销员,K003,Knowledge,,区域市场战略分析,理解特定区域消费特征、竞争格局及宏观经济对烟草需求的影响机制。,T003|T004
,烟草制品购销员,S001,Skill,,采购谈判与执行,运用谈判技巧在合规前提下完成采购价格、数量及交付时间的确认。,T001|T005
,烟草制品购销员,S002,Skill,,客户关系维护,通过高频互动、情感关怀及个性化服务建立并巩固客户信任关系。,T002|T006
,烟草制品购销员,S003,Skill,,市场数据建模,运用统计工具分析销售数据，识别趋势并预测未来需求。,T004|T010
,烟草制品购销员,A001,Ability,,复杂问题分析,在信息不完全或环境多变的情况下，快速识别核心问题并制定解决方案。,T003|T006
,烟草制品购销员,A002,Ability,,体力耐力,具备长时间站立、搬运货物及进行户外市场调研的体能基础。,T005|T009
,烟草制品购销员,A003,Ability,,社会影响力,通过语言与非语言沟通技巧影响他人决策，建立合作联盟。,T002|T005
,电子商务师S,K001,Knowledge,,E-commerce Platform Mechanics,"Declarative knowledge of platform architectures, transaction flows, and user interface standards.",T001|T002
,电子商务师S,K002,Knowledge,,Digital Marketing Execution Protocols,"Procedural knowledge of campaign setup, bidding strategies, and conversion funnel optimization.",T002|T005
,电子商务师S,K003,Knowledge,,Market Strategy Formulation,Strategic knowledge of integrating data insights with brand positioning to drive long-term growth.,T001|T008
,电子商务师S,S001,Skill,,Data Analysis Proficiency,"Technical skill in using analytics tools to interpret traffic, sales, and user behavior data.",T003|T008
,电子商务师S,S002,Skill,,Customer Relationship Management,"Interpersonal skill in resolving conflicts, building trust, and maintaining customer loyalty.",T004|T007
,电子商务师S,S003,Skill,,Creative Content Synthesis,"Cognitive skill in combining visual, textual, and strategic elements to create compelling promotions.",T005|T002
,电子商务师S,A001,Ability,,Analytical Reasoning,Cognitive ability to deduce causal relationships from complex datasets and predict trends.,T003|T008
,电子商务师S,A002,Ability,,System Monitoring,Physical/Technical ability to operate and maintain digital infrastructure and software tools.,T009|T006
,电子商务师S,A003,Ability,,Social Adaptability,Social ability to navigate diverse stakeholder needs and adapt communication styles dynamically.,T004|T007
,互联网营销师S,K001,Knowledge,,数字营销理论,掌握消费者行为学、营销漏斗模型及数字媒体传播规律的理论体系。,T001|T003
,互联网营销师S,K002,Knowledge,,平台运营规程,熟悉各大互联网平台的算法推荐机制、内容审核标准及违规处罚细则的操作规范。,T004|T007
,互联网营销师S,K003,Knowledge,,品牌战略定位,基于市场洞察制定长期品牌传播策略与差异化竞争路径的宏观规划能力。,T001|T005
,互联网营销师S,S001,Skill,,视频制作技术,运用剪辑软件、特效工具及拍摄设备制作高质量短视频内容的实操技能。,T002
,互联网营销师S,S002,Skill,,社群沟通技巧,在直播或评论区与用户进行实时互动、化解冲突及建立情感连接的语言艺术。,T005|T006
,互联网营销师S,S003,Skill,,数据建模分析,利用统计工具对流量、转化及用户画像数据进行清洗、建模与可视化呈现的技能。,T003|T007
,互联网营销师S,A001,Ability,,创意发散思维,突破常规思维框架，快速生成新颖内容创意与营销解决方案的内在认知潜能。,T002|T006
,互联网营销师S,A002,Ability,,视听协调反应,在直播过程中同步处理视觉画面、音频输出及观众弹幕的生理与神经反应能力。,T001
,互联网营销师S,A003,Ability,,社会影响力构建,通过个人魅力与专业表现建立公众信任并引导群体行为的社交潜能。,T005|T008
,轨道交通列车司机L,K001,Knowledge,,Railway Operation Regulations,"Declarative knowledge of national and local laws, safety codes, and operational rules governing train movement.",T001|T010
,轨道交通列车司机L,K002,Knowledge,,Signal System Protocols,Procedural knowledge of how to interpret and respond to specific signaling patterns and track status indicators.,T002|T004
,轨道交通列车司机L,K003,Knowledge,,Crisis Management Strategy,Strategic knowledge of prioritizing actions during emergencies to minimize risk and ensure passenger safety.,T003|T005
,轨道交通列车司机L,S001,Skill,,Train Control Execution,"Technical skill in manipulating controls to accelerate, brake, and stop the train smoothly and accurately.",T001|T004
,轨道交通列车司机L,S002,Skill,,Radio Communication,Interpersonal skill in clearly conveying and receiving instructions via radio to dispatch and station staff.,T006|T008
,轨道交通列车司机L,S003,Skill,,Fault Diagnosis,Cognitive skill in analyzing system alerts and determining the root cause of mechanical or electrical failures.,T002|T003
,轨道交通列车司机L,A001,Ability,,Sustained Vigilance,Cognitive ability to maintain high levels of attention and alertness over long periods of repetitive driving.,T005|T002
,轨道交通列车司机L,A002,Ability,,Rapid Reaction,Physical and cognitive ability to execute immediate physical responses to unexpected track or system events.,T003|T001
,轨道交通列车司机L,A003,Ability,,Professional Responsibility,Social ability to demonstrate trustworthiness and ethical decision-making in high-stakes public safety scenarios.,T010|T008
,铁路列车乘务员,K001,Knowledge,,客运服务规范与流程,掌握铁路旅客运输服务标准、票务规则及车厢服务流程的陈述性知识体系。,T001|T003
,铁路列车乘务员,K002,Knowledge,,应急处置与急救操作,熟悉突发安全事件处理程序、急救技能操作步骤及应急预案执行流程的程序性知识。,T004|T002
,铁路列车乘务员,K003,Knowledge,,安全风险评估与决策,能够识别潜在安全隐患并制定最优应对策略的战略思维与决策知识。,T004|T005
,铁路列车乘务员,S001,Skill,,设备操作与维护,熟练运用列车服务设施、急救设备及通讯工具进行实际操作的技术技能。,T002|T009
,铁路列车乘务员,S002,Skill,,人际沟通与冲突化解,运用语言与非语言技巧进行有效信息传递、情绪疏导及纠纷解决的人际互动技能。,T003|T005
,铁路列车乘务员,S003,Skill,,情境感知与快速反应,在动态环境中迅速捕捉关键信息并做出准确判断的认知处理技能。,T004|T008
,铁路列车乘务员,A001,Ability,,逻辑推理与问题解决,运用逻辑分析能力解决复杂服务问题与突发状况的内在认知能力。,T005|T007
,铁路列车乘务员,A002,Ability,,体力耐力与肢体协调,维持长时间站立行走、搬运重物及执行急救动作的生理机能与身体控制能力。,T002|T008
,铁路列车乘务员,A003,Ability,,情绪调节与共情能力,在高压环境下保持情绪稳定并感知旅客需求的社会情感能力。,T005|T003
,铁路车站客运服务员,K001,Knowledge,,客运规章与政策,掌握国家及铁路部门关于旅客运输的法律法规、票价政策及乘车规则。,T001|T003
,铁路车站客运服务员,K002,Knowledge,,售票系统操作规范,熟悉铁路售票终端的功能逻辑、操作流程及常见故障排除方法。,T001|T007
,铁路车站客运服务员,K003,Knowledge,,车站安全应急策略,理解车站突发事件的应急预案、疏散流程及风险防控机制。,T004|T005
,铁路车站客运服务员,S001,Skill,,票务系统实操技能,熟练运用售票设备完成购票、改签、退票及打印票据等具体操作。,T001
,铁路车站客运服务员,S002,Skill,,旅客沟通与引导技巧,运用语言与非语言技巧有效引导客流、化解矛盾及提供个性化服务。,T002|T003
,铁路车站客运服务员,S003,Skill,,现场秩序组织技能,在客流高峰期快速判断形势，合理调配资源以维持乘降秩序。,T002|T004
,铁路车站客运服务员,A001,Ability,,突发应变决策能力,在设备故障或紧急状况下迅速做出正确判断并执行应对措施。,T004|T005
,铁路车站客运服务员,A002,Ability,,持续站立与移动耐力,具备长时间站立、行走及搬运轻量行李的体力基础。,T002|T006
,铁路车站客运服务员,A003,Ability,,情感共情与服务意识,能够感知旅客情绪状态，提供有温度的关怀与心理支持。,T003|T005
,铁路行包运输服务员,K001,Knowledge,,Cargo Transportation Regulations,"Declarative knowledge of national and railway-specific laws governing baggage and freight transport, including weight limits and prohibited items.",T001|T002
,铁路行包运输服务员,K002,Knowledge,,Logistics Planning Procedures,"Procedural knowledge of how to编制 (compile) and execute cargo transport schedules, including routing and loading protocols.",T003|T007
,铁路行包运输服务员,K003,Knowledge,,Risk Management Strategy,"Strategic understanding of how to anticipate and mitigate risks in cargo handling, including damage prevention and emergency response planning.",T004|T005
,铁路行包运输服务员,S001,Skill,,System Operation,Technical skill in operating transportation information systems and digital tools for tracking and managing cargo data.,T009|T010
,铁路行包运输服务员,S002,Skill,,Conflict Resolution,Interpersonal skill in de-escalating disputes with passengers and negotiating fair outcomes for damaged or lost cargo.,T004|T008
,铁路行包运输服务员,S003,Skill,,Analytical Problem Solving,Cognitive skill in analyzing cargo flow data to identify bottlenecks and optimize transport efficiency.,T006|T007
,铁路行包运输服务员,A001,Ability,,Situational Awareness,Cognitive ability to rapidly assess changing conditions in a busy station environment and prioritize tasks accordingly.,T003|T005
,铁路行包运输服务员,A002,Ability,,Physical Endurance,"Physical ability to lift, carry, and move heavy cargo items repeatedly throughout a shift.",T001|T003
,铁路行包运输服务员,A003,Ability,,Communication Coordination,"Social ability to effectively communicate with passengers, colleagues, and external partners to ensure smooth operations.",T002|T008
,铁路车站货运服务员,K001,Knowledge,,Freight Regulations Compliance,"Declarative knowledge of national and railway-specific freight rules, safety standards, and legal liabilities.",T001|T008
,铁路车站货运服务员,K002,Knowledge,,Loading and Handling Procedures,"Procedural knowledge regarding the step-by-step execution of cargo loading, securing, and unloading operations.",T003|T005
,铁路车站货运服务员,K003,Knowledge,,Operational Risk Management,Strategic understanding of how to prioritize tasks during peak loads and manage potential safety hazards.,T002|T009
,铁路车站货运服务员,S001,Skill,,Cargo Inspection Technique,Technical ability to visually and physically identify damaged or non-compliant cargo items.,T002
,铁路车站货运服务员,S002,Skill,,Customer Communication,"Interpersonal skill to effectively explain procedures, resolve disputes, and manage client expectations.",T004|T007
,铁路车站货运服务员,S003,Skill,,Logistical Coordination,Cognitive skill to organize multiple cargo movements and synchronize with transport schedules.,T003|T006
,铁路车站货运服务员,A001,Ability,,Situational Awareness,Cognitive ability to continuously monitor the environment and detect anomalies in real-time.,T002|T009
,铁路车站货运服务员,A002,Ability,,Physical Endurance,Physical ability to stand for long periods and perform light lifting or movement tasks.,T005|T010
,铁路车站货运服务员,A003,Ability,,Conflict Resolution,Social ability to de-escalate tensions and negotiate solutions with diverse stakeholders.,T004|T007
,轨道交通调度员,K001,Knowledge,,Railway Operation Regulations,"Declarative knowledge of national and local laws, safety standards, and operational protocols governing rail transit.",T002|T005
,轨道交通调度员,K002,Knowledge,,Dispatching Control Procedures,"Procedural knowledge of step-by-step workflows for scheduling, routing, and managing train movements in real-time.",T001|T004
,轨道交通调度员,K003,Knowledge,,Crisis Management Strategy,"Strategic knowledge regarding long-term planning, risk assessment, and strategic decision-making during major disruptions.",T002|T003
,轨道交通调度员,S001,Skill,,System Monitoring Proficiency,"Technical skill in operating complex control interfaces, interpreting telemetry data, and managing automated systems.",T001|T005
,轨道交通调度员,S002,Skill,,Crisis Communication,"Interpersonal skill in clearly conveying instructions, calming stakeholders, and coordinating teams during emergencies.",T003|T008
,轨道交通调度员,S003,Skill,,Situational Analysis,Cognitive skill in rapidly synthesizing fragmented data points to form a coherent operational picture.,T004|T006
,轨道交通调度员,A001,Ability,,Rapid Decision Making,Cognitive ability to make high-stakes decisions within seconds under extreme time pressure and uncertainty.,T002|T004
,轨道交通调度员,A002,Ability,,Sustained Attention,Physical and mental ability to maintain focus on multiple screens and audio feeds for extended shifts without fatigue.,T001|T005
,轨道交通调度员,A003,Ability,,Team Coordination,"Social ability to influence, direct, and synchronize the actions of diverse personnel groups during normal and emergency operations.",T003|T008
,城市轨道交通服务员,K001,Knowledge,,城市轨道交通运营规范,掌握列车运行时刻表、线路图、票务规则及乘客服务标准等显性知识。,T003|T004
