occupation_code,occupation_name,ksa_id,ksa_type,ksa_unit_name,ksa_definition,subcategory,related_tasks,semantic_cluster_id
4-12-04-03,钟表维修工,K001,Knowledge,钟表机械结构知识,掌握齿轮系、擒纵机构、发条盒等核心组件的构造原理与相互作用机制。,Declarative,T001|T003,CL5208
4-12-04-03,钟表维修工,K002,Knowledge,精密维修操作流程,熟悉从拆解、清洗、校准到组装的标准化作业程序与特殊工艺规范。,Procedural,T002|T005,CL5209
4-12-04-03,钟表维修工,K003,Knowledge,故障诊断策略,基于现象分析故障根源，制定最优维修方案与零件替换策略的决策逻辑。,Strategic,T003|T004,CL5200
4-12-04-03,钟表维修工,S001,Skill,精密手工操作技能,运用镊子、螺丝刀等工具进行微米级零件拆装与组装的肌肉控制能力。,Technical,T001|T002,CL5210
4-12-04-03,钟表维修工,S002,Skill,客户沟通与解释技能,将专业术语转化为通俗语言，向客户清晰解释故障原因及维修价值的能力。,Interpersonal,T007,CL4088
4-12-04-03,钟表维修工,S003,Skill,逻辑推理与诊断技能,通过观察走时误差与听诊声音，推导潜在机械故障的逻辑分析能力。,Cognitive,T003|T004,CL5211
4-12-04-03,钟表维修工,A001,Ability,空间视觉专注力,在极小视野内长时间保持高度专注，精准识别微小零件位置与状态的能力。,Cognitive,T001|T005,CL5212
4-12-04-03,钟表维修工,A002,Ability,手部精细运动控制,手指具备极高的稳定性与灵活性，能执行微米级力度的操作而不损伤零件。,Physical,T001|T002,CL4011
4-12-04-03,钟表维修工,A003,Ability,职业耐心与细致度,面对重复性高、耗时长的维修过程保持情绪稳定与操作严谨的心理特质。,Social,T005|T007,CL3208
4-12-04-04,锁具修理工,K001,Knowledge,锁具机械结构原理,掌握各类锁芯内部构造、弹子结构及传动机制的静态知识体系。,Declarative,T001|T003,CL5213
4-12-04-04,锁具修理工,K002,Knowledge,锁具维修操作流程,熟悉从故障诊断、拆卸、更换部件到调试复位的全套标准化作业程序。,Procedural,T002|T004,CL5214
4-12-04-04,锁具修理工,K003,Knowledge,安防系统综合策略,根据建筑环境与用户风险等级，制定定制化锁具配置与升级方案的决策逻辑。,Strategic,T005,CL5215
4-12-04-04,锁具修理工,S001,Skill,精密机械操作技能,运用专业工具进行钥匙铣削、锁芯拆解与电子元件焊接的精细动手能力。,Technical,T001|T002,CL5216
4-12-04-04,锁具修理工,S002,Skill,客户沟通与服务技能,清晰解释技术原理、建立信任关系并妥善处理客户情绪与纠纷的软技能。,Interpersonal,T005|T008,CL5217
4-12-04-04,锁具修理工,S003,Skill,故障逻辑分析技能,通过观察现象快速推导故障根源并选择最优技术开启或维修路径的思维能力。,Cognitive,T003|T005,CL4062
4-12-04-04,锁具修理工,A001,Ability,空间推理能力,在脑海中构建锁具内部三维结构并预判机械运动轨迹的认知潜能。,Cognitive,T003|T005,CL5218
4-12-04-04,锁具修理工,A002,Ability,手部精细操作能力,手指具备极高的灵活性与稳定性，能执行微米级误差控制的物理操作。,Physical,T001|T002,CL3874
4-12-04-04,锁具修理工,A003,Ability,职业责任感,对财产安全高度负责，严格遵守保密协议与操作规范的道德意志品质。,Social,T005|T008,CL0027
4-12-04-05,燃气具安装维修工,K001,Knowledge,Gas Appliance Principles,"Declarative knowledge regarding the combustion mechanisms, structural components, and operational logic of various gas appliances.",Declarative,T001|T002,CL5219
4-12-04-05,燃气具安装维修工,K002,Knowledge,Installation and Repair Procedures,"Procedural knowledge detailing the step-by-step protocols for installing, testing, and fixing gas appliances according to safety standards.",Procedural,T001|T006,CL5220
4-12-04-05,燃气具安装维修工,K003,Knowledge,Risk Management Strategy,"Strategic knowledge involving the assessment of potential hazards, prioritization of safety measures, and decision-making during emergency scenarios.",Strategic,T003|T004,CL0681
4-12-04-05,燃气具安装维修工,S001,Skill,Technical Troubleshooting,The ability to use diagnostic tools and technical knowledge to identify and resolve mechanical or electrical faults in gas appliances.,Technical,T002|T006,CL0826
4-12-04-05,燃气具安装维修工,S002,Skill,Customer Communication,"The skill of explaining technical issues and safety instructions to non-expert customers in a clear, reassuring, and trustworthy manner.",Interpersonal,T005|T008,CL3661
4-12-04-05,燃气具安装维修工,S003,Skill,Diagnostic Reasoning,"The cognitive skill of analyzing symptoms, cross-referencing data, and formulating logical hypotheses to determine the root cause of failures.",Cognitive,T002|T007,CL0555
4-12-04-05,燃气具安装维修工,A001,Ability,Situational Awareness,The cognitive ability to continuously monitor the environment for changing safety conditions and potential hazards during work execution.,Cognitive,T003|T004,CL0895
4-12-04-05,燃气具安装维修工,A002,Ability,Manual Dexterity,"The physical ability to manipulate tools and components with precision, often in confined or awkward spaces within residential settings.",Physical,T001|T006,CL0247
4-12-04-05,燃气具安装维修工,A003,Ability,Ethical Responsibility,The social and psychological ability to prioritize public safety over convenience and maintain trust with clients through honest reporting.,Social,T003|T005,CL0684
4-12-04-06,照相器材维修工,K001,Knowledge,光学成像原理,理解光线折射、反射及传感器成像机制，用于分析图像模糊、色偏等故障根源。,Declarative,T002,CL2963
4-12-04-06,照相器材维修工,K002,Knowledge,相机机械与电子结构,掌握相机内部齿轮传动、快门组件及电路板布局，指导拆解与组装流程。,Procedural,T001|T003,CL5221
4-12-04-06,照相器材维修工,K003,Knowledge,维修策略规划,根据故障现象制定最优维修方案，平衡成本、时间与设备恢复率。,Strategic,T002|T005,CL1829
4-12-04-06,照相器材维修工,S001,Skill,精密机械修理,运用专用工具对微小机械部件进行无损拆解、清洁与替换的实操能力。,Technical,T001|T004,CL5222
4-12-04-06,照相器材维修工,S002,Skill,客户沟通与解释,将专业技术术语转化为通俗语言，向客户清晰阐述故障原因及维修价值。,Interpersonal,T006,CL4592
4-12-04-06,照相器材维修工,S003,Skill,故障逻辑分析,通过观察现象、测试数据推导故障点，区分光学、机械与电子问题的综合判断力。,Cognitive,T002|T003,CL5223
4-12-04-06,照相器材维修工,A001,Ability,空间推理能力,在脑海中构建相机内部三维结构，预判拆解顺序与零件位置关系。,Cognitive,T001|T005,CL5218
4-12-04-06,照相器材维修工,A002,Ability,手部精细操作,保持手部稳定与触觉敏感度，完成微米级零件的清洁与安装。,Physical,T004|T009,CL2833
4-12-04-06,照相器材维修工,A003,Ability,职业信任构建,通过专业表现与诚实沟通建立客户对维修结果的信任感。,Social,T006,CL1560
4-12-05-01,乐器维修工,K001,Knowledge,Instrument Construction Mechanics,"Declarative knowledge regarding the physical structure, material properties, and assembly logic of various musical instruments.",Declarative,T001|T004,CL5224
4-12-05-01,乐器维修工,K002,Knowledge,Acoustic Calibration Procedures,"Procedural knowledge detailing the step-by-step methods for tuning, adjusting resonance, and aligning mechanical components to achieve specific sound profiles.",Procedural,T002|T003,CL5225
4-12-05-01,乐器维修工,K003,Knowledge,Material Science and Preservation,"Strategic understanding of how different materials age, react to environmental changes, and interact with repair techniques to ensure longevity.",Strategic,T005|T008,CL5226
4-12-05-01,乐器维修工,S001,Skill,Precision Manual Dexterity,"Technical skill involving the fine motor control required to manipulate small, delicate components without causing damage.",Technical,T002|T004,CL0766
4-12-05-01,乐器维修工,S002,Skill,Client Consultation and Trust Building,Interpersonal skill to communicate technical findings effectively and build confidence with musicians regarding instrument value and care.,Interpersonal,T007,CL5227
4-12-05-01,乐器维修工,S003,Skill,Auditory Pattern Recognition,"Cognitive skill to identify, analyze, and differentiate complex acoustic anomalies and harmonic distortions through listening.",Cognitive,T005|T003,CL5228
4-12-05-01,乐器维修工,A001,Ability,Auditory Sensitivity,"Cognitive ability to perceive subtle differences in pitch, timbre, and resonance that are below the threshold of average hearing.",Cognitive,T005|T003,CL5229
4-12-05-01,乐器维修工,A002,Ability,Manual Steadiness and Coordination,Physical ability to maintain steady hand movements and precise coordination during intricate repair tasks.,Physical,T001|T004,CL5230
4-12-05-01,乐器维修工,A003,Ability,Patience and Focus,"Social and psychological ability to sustain concentration over long periods and handle repetitive, detailed work without error.",Social,T006|T009,CL5231
4-12-05-02,钢琴调律师,K001,Knowledge,Piano Structural Mechanics,"Declarative knowledge regarding the physical components of pianos, including strings, hammers, dampers, and the action mechanism.",Declarative,T001|T002|T004,CL5232
4-12-05-02,钢琴调律师,K002,Knowledge,Acoustic Tuning Procedures,Procedural knowledge detailing the step-by-step methods for adjusting string tension to achieve specific pitch standards and temperaments.,Procedural,T001|T003,CL5233
4-12-05-02,钢琴调律师,K003,Knowledge,Acoustics and Temperament Theory,"Strategic understanding of sound waves, harmonic series, and various tuning systems (e.g., equal temperament) to make high-level acoustic decisions.",Strategic,T003,CL5234
4-12-05-02,钢琴调律师,S001,Skill,Precision Mechanical Adjustment,Technical skill involving the manual manipulation of tuning pins and levers to alter string tension with extreme accuracy.,Technical,T001|T002,CL5235
4-12-05-02,钢琴调律师,S002,Skill,Client Consultation and Explanation,Interpersonal skill to translate technical findings into understandable language and build trust with piano owners.,Interpersonal,T005,CL5236
4-12-05-02,钢琴调律师,S003,Skill,Auditory Pattern Recognition,"Cognitive skill to identify, analyze, and correct pitch discrepancies and harmonic beats through listening.",Cognitive,T003,CL5228
4-12-05-02,钢琴调律师,A001,Ability,Auditory Sensitivity,Cognitive ability to detect minute differences in frequency and timbre that are below the threshold of average human hearing.,Cognitive,T003,CL5229
4-12-05-02,钢琴调律师,A002,Ability,Manual Dexterity and Stability,"Physical ability to perform repetitive, fine motor movements with steady hands to avoid damaging delicate instrument parts.",Physical,T001|T004,CL5237
4-12-05-02,钢琴调律师,A003,Ability,Professional Patience and Focus,"Social and psychological ability to maintain concentration and composure during long, repetitive, and detail-oriented tasks.",Social,T005|T009,CL5238
4-12-06-00,印章制作工,K001,Knowledge,Seal Script Theory,"Declarative knowledge of historical seal script forms, stroke orders, and historical evolution of Chinese characters.",Declarative,T001|T003,CL5239
4-12-06-00,印章制作工,K002,Knowledge,Carving Technique Procedures,"Procedural knowledge of specific cutting angles, tool handling methods, and material properties for stone and metal.",Procedural,T002|T004,CL5240
4-12-06-00,印章制作工,K003,Knowledge,Aesthetic Composition Strategy,Strategic understanding of how to balance negative and positive space to achieve artistic harmony in seal design.,Strategic,T001|T005,CL5241
4-12-06-00,印章制作工,S001,Skill,Manual Engraving Execution,Technical ability to manipulate carving tools with precision to create specific line widths and textures.,Technical,T002,CL5242
4-12-06-00,印章制作工,S002,Skill,Client Consultation,Interpersonal skill to interpret client needs and translate them into artistic concepts through dialogue.,Interpersonal,T006,CL2580
4-12-06-00,印章制作工,S003,Skill,Visual Pattern Analysis,"Cognitive ability to analyze and adjust visual balance, symmetry, and flow in real-time during design.",Cognitive,T005|T010,CL1956
4-12-06-00,印章制作工,A001,Ability,Fine Motor Control,"Physical ability to execute precise, small-scale movements with hands and fingers over extended periods.",Physical,T002|T005,CL0303
4-12-06-00,印章制作工,A002,Ability,Aesthetic Judgment,Cognitive ability to perceive subtle visual discrepancies and make intuitive decisions on artistic merit.,Cognitive,T001|T010,CL1168
4-12-06-00,印章制作工,A003,Ability,Cultural Empathy,Social ability to understand and convey the cultural significance embedded in traditional seal designs.,Social,T003|T006,CL2827
4-13-01-01,群众文化指导员,K001,Knowledge,群众文化政策与理论,掌握国家关于基层文化建设、公共文化服务体系的法律法规及指导方针。,Declarative,T002|T010,CL5243
4-13-01-01,群众文化指导员,K002,Knowledge,民间艺术整理与保护流程,熟悉非物质文化遗产的采集、记录、分类及数字化保存的标准操作程序。,Procedural,T003|T007,CL5244
4-13-01-01,群众文化指导员,K003,Knowledge,社区文化生态战略,理解特定社区的人口结构、文化需求与资源禀赋，以制定长期文化发展策略。,Strategic,T004|T005,CL5245
4-13-01-01,群众文化指导员,S001,Skill,活动策划与执行技术,能够运用专业工具设计活动流程、预算控制及风险预案的实操能力。,Technical,T002|T008,CL5246
4-13-01-01,群众文化指导员,S002,Skill,人际沟通与辅导技巧,运用方言、肢体语言及共情能力指导居民参与并解决文化冲突的软技能。,Interpersonal,T001|T004,CL5247
4-13-01-01,群众文化指导员,S003,Skill,资源分析与决策思维,在复杂社区环境中快速识别关键信息并做出最优资源配置判断的认知技能。,Cognitive,T005|T003,CL5248
4-13-01-01,群众文化指导员,A001,Ability,逻辑分析与策略构建,将抽象的文化目标转化为具体可执行步骤的思维能力。,Cognitive,T002|T005,CL5249
4-13-01-01,群众文化指导员,A002,Ability,肢体协调与示范能力,具备基本的艺术表演或手工技能，能进行现场动作示范与纠正。,Physical,T001|T009,CL5250
4-13-01-01,群众文化指导员,A003,Ability,社会情感互动与信任建立,在长期社区工作中建立人际信任、维持群体凝聚力的社会适应能力。,Social,T004|T003,CL5251
4-13-01-02,礼仪主持人,K001,Knowledge,Formal Etiquette and Protocol,"Declarative knowledge of social norms, dress codes, and ceremonial procedures specific to various event types.",Declarative,T004|T010,CL5252
4-13-01-02,礼仪主持人,K002,Knowledge,Event Management Procedures,"Procedural knowledge regarding the step-by-step execution of event planning, logistics, and on-site coordination.",Procedural,T002|T007,CL5253
4-13-01-02,礼仪主持人,K003,Knowledge,Strategic Crisis Management,Strategic understanding of risk assessment and contingency planning to ensure event continuity under pressure.,Strategic,T005|T002,CL2112
4-13-01-02,礼仪主持人,S001,Skill,Public Speaking and Delivery,"Technical ability to articulate thoughts clearly, project voice, and utilize stage presence effectively.",Technical,T001,CL5254
4-13-01-02,礼仪主持人,S002,Skill,Audience Engagement,"Interpersonal skill to build rapport, read emotional cues, and facilitate active participation from attendees.",Interpersonal,T003|T007,CL2925
4-13-01-02,礼仪主持人,S003,Skill,Script Generation and Editing,"Cognitive skill to draft, refine, and adapt spoken content to align with event objectives and audience demographics.",Cognitive,T006|T010,CL5255
4-13-01-02,礼仪主持人,A001,Ability,Rapid Situational Adaptation,Cognitive ability to process unexpected changes and formulate immediate solutions without prior scripting.,Cognitive,T005|T001,CL5256
4-13-01-02,礼仪主持人,A002,Ability,Physical Endurance and Posture,"Physical ability to maintain professional demeanor, vocal projection, and mobility throughout extended event durations.",Physical,T001|T008,CL5257
4-13-01-02,礼仪主持人,A003,Ability,Empathetic Social Connection,Social ability to establish trust and emotional resonance with diverse groups of people in real-time interactions.,Social,T003|T007,CL5258
4-13-01-03,讲解员,K001,Knowledge,Exhibition Content Mastery,"Declarative knowledge of historical facts, artifact details, and thematic narratives specific to the exhibition venue.",Declarative,T001|T006,CL5259
4-13-01-03,讲解员,K002,Knowledge,Guidance and Presentation Methodology,"Procedural knowledge of how to structure a tour, manage group pacing, and utilize audio-visual aids effectively.",Procedural,T002|T004,CL5260
4-13-01-03,讲解员,K003,Knowledge,Audience Psychology and Adaptation Strategy,"Strategic understanding of how different demographic groups learn and react, allowing for dynamic narrative customization.",Strategic,T003|T005,CL5261
4-13-01-03,讲解员,S001,Skill,Oral Articulation and Voice Control,"Technical ability to project voice clearly, modulate tone for emphasis, and use rhetorical devices to engage listeners.",Technical,T001,CL5262
4-13-01-03,讲解员,S002,Skill,Interpersonal Rapport Building,"Interpersonal skill to establish trust, empathy, and connection with diverse audience members through active listening and non-verbal cues.",Interpersonal,T002|T003,CL2907
4-13-01-03,讲解员,S003,Skill,Real-time Problem Solving,Cognitive skill to instantly analyze unexpected situations and formulate appropriate verbal or physical responses.,Cognitive,T005|T004,CL5263
4-13-01-03,讲解员,A001,Ability,Cognitive Flexibility,"Cognitive ability to switch between different topics, audiences, and contexts without losing coherence or focus.",Cognitive,T003|T005,CL2732
4-13-01-03,讲解员,A002,Ability,Physical Endurance and Mobility,"Physical ability to stand, walk, and move for extended periods while maintaining energy and posture.",Physical,T002|T009,CL3529
4-13-01-03,讲解员,A003,Ability,Social Empathy and Charisma,"Social ability to intuitively sense audience mood and project a welcoming, authoritative, and engaging persona.",Social,T003|T002,CL5264
4-13-01-04,文化经纪人,K001,Knowledge,Cultural Market Dynamics,"Declarative knowledge regarding current trends, pricing mechanisms, and regulatory environments in the cultural sector.",Declarative,T002|T007,CL5265
4-13-01-04,文化经纪人,K002,Knowledge,Brokerage Procedures,"Procedural knowledge of standard operating procedures for contract management, transaction processing, and compliance.",Procedural,T004|T008,CL5266
4-13-01-04,文化经纪人,K003,Knowledge,Strategic Value Assessment,Strategic knowledge enabling the formulation of long-term career plans and investment strategies for cultural assets.,Strategic,T005|T001,CL5267
4-13-01-04,文化经纪人,S001,Skill,Financial Costing,"Technical skill in performing accurate budget calculations, cost-benefit analysis, and financial forecasting.",Technical,T004,CL5268
4-13-01-04,文化经纪人,S002,Skill,Stakeholder Negotiation,"Interpersonal skill in facilitating dialogue, resolving conflicts, and reaching mutually beneficial agreements.",Interpersonal,T001|T006,CL0512
4-13-01-04,文化经纪人,S003,Skill,Market Analysis,"Cognitive skill in interpreting data patterns, identifying trends, and predicting market movements.",Cognitive,T002|T007,CL5269
4-13-01-04,文化经纪人,A001,Ability,Critical Judgment,Cognitive ability to synthesize complex information and make sound decisions under uncertainty.,Cognitive,T005|T008,CL1875
4-13-01-04,文化经纪人,A002,Ability,Physical Coordination,"Physical ability to manage logistics, handle artifacts, and coordinate on-site activities safely.",Physical,T009,CL3716
4-13-01-04,文化经纪人,A003,Ability,Social Intelligence,"Social ability to perceive emotional cues, build trust, and maintain long-term professional relationships.",Social,T006|T010,CL2481
4-13-01-05,全媒体运营师S,K001,Knowledge,Media Communication Theory,"Understanding of mass communication models, audience psychology, and the specific mechanisms of digital media ecosystems.",Declarative,T001|T006,CL5270
4-13-01-05,全媒体运营师S,K002,Knowledge,Data Analytics Methodology,"Procedural knowledge of data collection tools, statistical analysis techniques, and interpretation of engagement metrics.",Procedural,T001|T006,CL5271
4-13-01-05,全媒体运营师S,K003,Knowledge,Strategic Marketing Frameworks,"Ability to synthesize market trends, brand positioning, and resource constraints into coherent long-term communication plans.",Strategic,T004|T005,CL5272
4-13-01-05,全媒体运营师S,S001,Skill,Content Production Technology,"Proficiency in using editing software, CMS platforms, and AI generation tools to create and publish multimedia content.",Technical,T002|T008,CL5273
4-13-01-05,全媒体运营师S,S002,Skill,Stakeholder Negotiation,"The practiced ability to communicate value propositions, resolve conflicts, and build trust with external partners and internal teams.",Interpersonal,T005|T007,CL0512
4-13-01-05,全媒体运营师S,S003,Skill,Critical Pattern Recognition,"The cognitive skill to identify anomalies in data, detect emerging trends, and distinguish signal from noise in chaotic information streams.",Cognitive,T001|T004,CL5274
4-13-01-05,全媒体运营师S,A001,Ability,Creative Synthesis,The innate capacity to generate novel ideas and connect disparate concepts to form unique content narratives.,Cognitive,T002|T004,CL1607
4-13-01-05,全媒体运营师S,A002,Ability,Sustained Attention,The physical and mental capacity to maintain focus on digital interfaces and data streams for extended periods.,Physical,T001|T006,CL1015
4-13-01-05,全媒体运营师S,A003,Ability,Social Adaptability,The ability to adjust communication styles and emotional responses to fit diverse cultural contexts and audience expectations.,Social,T005|T007,CL0342
4-13-01-06,版权服务师,K001,Knowledge,Copyright Law Framework,"Declarative knowledge of national and international copyright statutes, regulations, and judicial precedents.",Declarative,T001|T006,CL2622
4-13-01-06,版权服务师,K002,Knowledge,Digital Asset Management Protocols,"Procedural knowledge of workflows for registering, tracking, and securing digital intellectual property rights.",Procedural,T002|T005,CL5275
4-13-01-06,版权服务师,K003,Knowledge,Strategic IP Valuation Models,Strategic understanding of how to align copyright assets with market trends and business objectives for maximum return.,Strategic,T004|T007,CL5276
4-13-01-06,版权服务师,S001,Skill,Legal Document Drafting,"Technical ability to compose precise, legally binding contracts and registration forms using digital tools.",Technical,T006|T009,CL2633
4-13-01-06,版权服务师,S002,Skill,Stakeholder Negotiation,"Interpersonal skill to facilitate agreements, resolve conflicts, and build trust between rights holders and users.",Interpersonal,T003|T010,CL0512
4-13-01-06,版权服务师,S003,Skill,Risk Pattern Analysis,Cognitive skill to identify anomalies in usage data and predict potential infringement scenarios.,Cognitive,T007|T004,CL5277
4-13-01-06,版权服务师,A001,Ability,Legal Reasoning,"Cognitive ability to apply abstract legal principles to specific, complex factual scenarios.",Cognitive,T001|T007,CL2628
4-13-01-06,版权服务师,A002,Ability,Data Entry and Retrieval,Physical/Manual ability to operate digital interfaces for inputting and retrieving large volumes of metadata.,Physical,T009|T005,CL5278
4-13-01-06,版权服务师,A003,Ability,Ethical Judgment,Social ability to make decisions that balance legal compliance with moral responsibilities to creators and society.,Social,T010|T003,CL0273
4-13-01-07,档案数字化管理师S,K001,Knowledge,Archival Management Standards,"Declarative knowledge of national and international standards for document preservation, classification, and retention schedules.",Declarative,T002|T005,CL5279
4-13-01-07,档案数字化管理师S,K002,Knowledge,Digital Conversion Workflows,"Procedural knowledge of specific software tools, scanning protocols, and OCR correction techniques used in digitization.",Procedural,T001|T004,CL5280
4-13-01-07,档案数字化管理师S,K003,Knowledge,Information Security Strategy,"Strategic understanding of data privacy laws, access control policies, and long-term digital preservation risks.",Strategic,T003|T006,CL5281
4-13-01-07,档案数字化管理师S,S001,Skill,System Administration,"Technical ability to configure, maintain, and troubleshoot digital archive management software and hardware.",Technical,T003|T004,CL5282
4-13-01-07,档案数字化管理师S,S002,Skill,Stakeholder Communication,Interpersonal skill to explain technical limitations to non-technical users and negotiate access permissions.,Interpersonal,T006|T007,CL0253
4-13-01-07,档案数字化管理师S,S003,Skill,Data Anomaly Analysis,Cognitive skill to identify patterns in data errors and determine root causes during quality audits.,Cognitive,T002|T005,CL5283
4-13-01-07,档案数字化管理师S,A001,Ability,Visual Pattern Recognition,Cognitive ability to quickly identify visual inconsistencies in scanned documents and metadata fields.,Cognitive,T001|T005,CL1909
4-13-01-07,档案数字化管理师S,A002,Ability,Manual Document Handling,Physical ability to carefully manipulate fragile physical documents without causing damage during scanning.,Physical,T009,CL2220
4-13-01-07,档案数字化管理师S,A003,Ability,Ethical Judgment,Social ability to apply ethical principles when making decisions about data access and public disclosure.,Social,T006|T010,CL0273
4-13-01-08,图书馆服务员,K001,Knowledge,图书分类法与排架规则,掌握中图法或杜威法分类体系，理解索书号构成及书架排列逻辑的知识体系。,Declarative,T001|T003|T010,CL5284
4-13-01-08,图书馆服务员,K002,Knowledge,文献加工与借阅流程,熟悉图书编目、贴标、消磁及借还系统操作的具体步骤和标准规范。,Procedural,T003|T005|T008,CL5285
4-13-01-08,图书馆服务员,K003,Knowledge,读者服务与资源管理策略,理解不同读者群体的信息需求，制定合理的资源推荐和服务优化策略。,Strategic,T002|T004|T006,CL5286
4-13-01-08,图书馆服务员,S001,Skill,图书整理与排架技能,能够准确、快速地将图书按索书号归位，并处理破损图书的修复工作。,Technical,T001|T007,CL5287
4-13-01-08,图书馆服务员,S002,Skill,读者咨询与沟通技能,运用语言技巧解答读者疑问，引导使用检索设备，并建立友好的服务关系。,Interpersonal,T002|T004|T006,CL5288
4-13-01-08,图书馆服务员,S003,Skill,信息检索与逻辑判断技能,能够根据读者模糊需求快速定位文献，并判断信息的准确性和适用性。,Cognitive,T002|T003|T006,CL5289
4-13-01-08,图书馆服务员,A001,Ability,细节观察与专注力,在长时间工作中保持对图书位置、状态及读者需求的敏锐感知，避免错放或漏检。,Cognitive,T001|T003|T007,CL4226
4-13-01-08,图书馆服务员,A002,Ability,体力耐力与操作灵活性,具备搬运图书、长时间站立及进行精细手工修复所需的身体素质和动作协调性。,Physical,T001|T007|T009,CL3607
4-13-01-08,图书馆服务员,A003,Ability,人际互动与情感响应能力,能够感知读者情绪，提供有温度的服务，并在冲突情境下维持秩序。,Social,T002|T004|T006,CL5290
4-13-02-01,影视置景制作员,K001,Knowledge,美术设计理论,掌握影视场景的视觉风格、色彩构成及空间布局的美学原则与历史演变。,Declarative,T001|T005,CL3006
4-13-02-01,影视置景制作员,K002,Knowledge,材料工艺与搭建技术,熟悉各类建筑材料的物理特性、加工流程及结构连接的具体操作规范。,Procedural,T002|T003,CL5291
4-13-02-01,影视置景制作员,K003,Knowledge,场景安全与风险评估,理解影视拍摄现场的安全法规，能够预判结构隐患并制定应对策略。,Strategic,T006|T007,CL5292
4-13-02-01,影视置景制作员,S001,Skill,图纸识读与转化,能够准确将二维设计图纸转化为三维实体结构，并修正图纸与现场的偏差。,Technical,T001|T002,CL5293
4-13-02-01,影视置景制作员,S002,Skill,多方沟通与协调,在拍摄现场与导演、摄影师及制作团队进行高效沟通，确保置景符合创作意图。,Interpersonal,T005|T008,CL0950
4-13-02-01,影视置景制作员,S003,Skill,空间结构推演,在脑海中构建三维空间模型，预判结构受力点与视觉呈现效果。,Cognitive,T001|T004,CL5294
4-13-02-01,影视置景制作员,A001,Ability,空间感知能力,准确判断物体在三维空间中的位置、距离及比例关系的能力。,Cognitive,T001|T003,CL3022
4-13-02-01,影视置景制作员,A002,Ability,精细动手操作能力,能够熟练运用各类工具进行切割、焊接、组装及表面处理等精细体力作业。,Physical,T002|T003,CL0969
4-13-02-01,影视置景制作员,A003,Ability,创意应变与协作,在突发状况下快速提出替代方案，并与团队保持紧密协作以达成目标。,Social,T007|T010,CL5295
4-13-02-02,动画制作员,K001,Knowledge,动画原理,理解运动规律、时间节奏及空间透视的核心理论知识，用于指导画面生成。,Declarative,T001|T002,CL5296
4-13-02-02,动画制作员,K002,Knowledge,后期软件操作,掌握特定动画与合成软件的工具集、图层逻辑及渲染流程的操作规范。,Procedural,T004|T006,CL5297
4-13-02-02,动画制作员,K003,Knowledge,视觉叙事策略,根据剧本需求制定整体视觉风格、色彩基调及镜头语言的战略规划能力。,Strategic,T005,CL3086
4-13-02-02,动画制作员,S001,Skill,手绘技法,运用数位板等工具进行线条绘制、造型塑造及动态表现的具体操作技能。,Technical,T001|T002,CL5298
4-13-02-02,动画制作员,S002,Skill,团队协作沟通,与导演、原画师及后期人员有效交流创意意图与修改意见的软性技能。,Interpersonal,T008,CL0023
4-13-02-02,动画制作员,S003,Skill,审美判断力,在复杂视觉元素中识别优劣、平衡构图与色彩并做出艺术决策的认知技能。,Cognitive,T003|T005,CL2868
4-13-02-02,动画制作员,A001,Ability,空间想象力,在二维平面上构建三维空间感及物体运动轨迹的心理模拟能力。,Cognitive,T001|T004,CL2861
4-13-02-02,动画制作员,A002,Ability,精细手部控制,保持长时间手部稳定与精准度以完成高难度线条绘制与细节处理的生理能力。,Physical,T001|T002,CL3249
4-13-02-02,动画制作员,A003,Ability,持续专注力,在长时间重复性绘制工作中保持高度注意力与情绪稳定的心理特质。,Social,T002|T003,CL2541
4-13-02-03,影视烟火特效员,K001,Knowledge,烟火化学药剂特性,掌握各类烟火药剂的化学成分、反应机理及燃烧特性知识,Declarative,T004|T009,CL5299
4-13-02-03,影视烟火特效员,K002,Knowledge,特效装置制作流程,熟悉从设计图纸到成品组装的标准化操作步骤与技术规范,Procedural,T002|T009,CL5300
4-13-02-03,影视烟火特效员,K003,Knowledge,现场安全风险评估策略,能够根据环境因素动态制定预防事故的综合安全策略,Strategic,T005|T007,CL5301
4-13-02-03,影视烟火特效员,S001,Skill,烟火装置手工制作,熟练运用工具将化学药剂封装并组装成符合设计要求的物理装置,Technical,T002,CL5302
4-13-02-03,影视烟火特效员,S002,Skill,跨部门创意沟通,将抽象的影视艺术需求转化为可执行的烟火技术方案并说服团队,Interpersonal,T006,CL5303
4-13-02-03,影视烟火特效员,S003,Skill,动态场景模拟推演,在脑海中构建并推演烟火效果在特定拍摄环境下的视觉呈现,Cognitive,T001,CL5304
4-13-02-03,影视烟火特效员,A001,Ability,复杂环境应变决策,在突发不可控因素下迅速做出保命与保剧情的最优判断,Cognitive,T007,CL5305
4-13-02-03,影视烟火特效员,A002,Ability,精细手部操作稳定性,在高压环境下保持手部动作精准，确保引信与药剂连接无误,Physical,T002|T003,CL5306
4-13-02-03,影视烟火特效员,A003,Ability,团队信任构建能力,通过专业表现建立导演与摄制组对高风险操作的绝对信任,Social,T006,CL1007
4-13-02-04,电影洗印员,K001,Knowledge,感光材料特性,理解胶片、相纸等感光材料的化学结构、卤化银分布及光照反应原理。,Declarative,T001|T005,CL5307
