Occupation Code / 职业代码,Occupation Name / 职业名称,Task ID / 任务编号,Task Description (CN) / 任务描述 (中文),Weight Category / 权重类别,Weight Percentage / 权重百分比,Substitutivity (0-1) / 替代性 (0-1 分制),Augmentation (0-1) / 增强性 (0-1 分制),Complementarity (0-1) / 互补性 (0-1 分制),Substitutivity (1-5) / 替代性 (1-5 分制),Augmentation (1-5) / 增强性 (1-5 分制),Complementarity (1-5) / 互补性 (1-5 分制)
,安全防范系统安装维护员,T009,协助客户进行应急流程演练,Ancillary,0.05,0.3,0.5,0.7,2,3,4
,安全防范系统安装维护员,T010,归档技术文档与操作手册,Ancillary,0.05,0.9,0.3,0.1,5,2,1
,商品监督员,T001,审核商品质量合规性,Primary,0.12,0.35,0.85,0.65,2,4,4
,商品监督员,T002,监管商品流通追溯链条,Primary,0.12,0.4,0.8,0.6,3,4,3
,商品监督员,T003,处置突发商品安全事件,Primary,0.12,0.15,0.7,0.85,2,4,4
,商品监督员,T004,分析市场商品风险趋势,Primary,0.12,0.5,0.9,0.5,3,5,3
,商品监督员,T005,执行现场商品抽样检查,Primary,0.12,0.1,0.4,0.9,1,3,5
,商品监督员,T006,解释监管法规与政策依据,Secondary,0.1,0.6,0.75,0.4,3,4,3
,商品监督员,T007,协调多方利益相关者,Secondary,0.1,0.05,0.3,0.95,1,2,5
,商品监督员,T008,编制商品监督工作报告,Secondary,0.1,0.7,0.85,0.3,4,4,2
,商品监督员,T009,维护监督档案与数据记录,Ancillary,0.05,0.8,0.9,0.2,4,5,2
,商品监督员,T010,培训初级监督人员,Ancillary,0.05,0.2,0.5,0.8,2,3,4
,商品防损员,T001,监控实时安防视频流,Primary,0.12,0.85,0.9,0.4,4,5,3
,商品防损员,T002,调查可疑人员行为,Primary,0.12,0.3,0.65,0.8,2,4,4
,商品防损员,T003,分析销售与损耗数据,Primary,0.12,0.95,0.95,0.3,5,5,2
,商品防损员,T004,沟通处理违规事件,Primary,0.12,0.15,0.4,0.85,2,3,4
,商品防损员,T005,制定防损策略方案,Primary,0.12,0.4,0.7,0.75,3,4,4
,商品防损员,T006,操作安防监控设备,Secondary,0.1,0.7,0.6,0.5,4,3,3
,商品防损员,T007,撰写防损报告文档,Secondary,0.1,0.8,0.85,0.4,4,4,3
,商品防损员,T008,维护现场安全秩序,Secondary,0.1,0.2,0.5,0.8,2,3,4
,商品防损员,T009,培训新员工防损流程,Ancillary,0.05,0.3,0.6,0.7,2,3,4
,商品防损员,T010,归档案件证据材料,Ancillary,0.05,0.9,0.7,0.3,5,4,2
,市场管理员,T001,Execute routine market inspections,Primary,0.12,0.35,0.75,0.65,2,4,4
,市场管理员,T002,Mediate commercial disputes,Primary,0.12,0.15,0.4,0.85,2,3,4
,市场管理员,T003,Enforce safety regulations,Primary,0.12,0.4,0.7,0.6,3,4,3
,市场管理员,T004,Coordinate stakeholder activities,Primary,0.12,0.25,0.65,0.75,2,4,4
,市场管理员,T005,Document regulatory compliance,Primary,0.12,0.8,0.9,0.2,4,5,2
,市场管理员,T006,Analyze market trends,Secondary,0.1,0.7,0.85,0.3,4,4,2
,市场管理员,T007,Conduct public education campaigns,Secondary,0.1,0.45,0.6,0.55,3,3,3
,市场管理员,T008,Maintain market infrastructure logs,Secondary,0.1,0.85,0.8,0.15,4,4,2
,市场管理员,T009,Prepare administrative reports,Ancillary,0.05,0.9,0.95,0.1,5,5,1
,市场管理员,T010,Assist in emergency response,Ancillary,0.05,0.2,0.5,0.8,2,3,4
,会展服务师,T001,规划并分配会展场地布局,Primary,0.12,0.35,0.75,0.65,2,4,4
,会展服务师,T002,协调设备租赁与现场技术调试,Primary,0.12,0.4,0.7,0.6,3,4,3
,会展服务师,T003,处理现场突发危机与应急事件,Primary,0.12,0.15,0.5,0.85,2,3,4
,会展服务师,T004,统筹多方供应商与参会者沟通,Primary,0.12,0.25,0.8,0.75,2,4,4
,会展服务师,T005,审核并执行会展服务标准流程,Primary,0.12,0.55,0.65,0.5,3,4,3
,会展服务师,T006,整理并归档会展运营数据,Secondary,0.1,0.85,0.9,0.3,4,5,2
,会展服务师,T007,编制会展活动宣传物料,Secondary,0.1,0.7,0.85,0.4,4,4,3
,会展服务师,T008,维护会展场馆基础卫生与安全,Secondary,0.1,0.3,0.4,0.6,2,3,3
,会展服务师,T009,记录并反馈参会者满意度,Ancillary,0.05,0.6,0.75,0.45,3,4,3
,会展服务师,T010,整理会议资料与文档归档,Ancillary,0.05,0.9,0.8,0.2,5,4,2
,装饰美工,T001,Design decorative patterns and color schemes,Primary,0.12,0.35,0.85,0.65,2,4,4
,装饰美工,T002,Select and prepare construction materials,Primary,0.12,0.15,0.4,0.85,2,3,4
,装饰美工,T003,Install decorative fixtures and components,Primary,0.12,0.1,0.3,0.9,1,2,5
,装饰美工,T004,Apply finishing treatments and surface effects,Primary,0.12,0.1,0.35,0.9,1,2,5
,装饰美工,T005,Interpret client requirements and spatial constraints,Primary,0.12,0.4,0.7,0.6,3,4,3
,装饰美工,T006,Maintain and organize workshop tools,Secondary,0.1,0.2,0.5,0.8,2,3,4
,装饰美工,T007,Document project progress and material usage,Secondary,0.1,0.6,0.9,0.4,3,5,3
,装饰美工,T008,Coordinate with construction teams and suppliers,Secondary,0.1,0.3,0.6,0.7,2,3,4
,装饰美工,T009,Ensure safety compliance on site,Ancillary,0.05,0.25,0.45,0.75,2,3,4
,装饰美工,T010,Archive project files and client records,Ancillary,0.05,0.8,0.95,0.2,4,5,2
,模特,T001,执行静态与动态肢体造型展示,Primary,0.12,0.15,0.45,0.85,2,3,4
,模特,T002,解读并内化产品品牌故事与风格,Primary,0.12,0.2,0.6,0.75,2,3,4
,模特,T003,配合摄影师调整姿态与表情以达成构图,Primary,0.12,0.1,0.55,0.9,1,3,5
,模特,T004,维护个人形象与身体状态管理,Primary,0.12,0.05,0.3,0.95,1,2,5
,模特,T005,参与商业活动或走秀现场互动,Primary,0.12,0.1,0.4,0.8,1,3,4
,模特,T006,分析摄影器材与布光基础原理,Secondary,0.1,0.7,0.85,0.3,4,4,2
,模特,T007,筛选与整理个人作品集素材,Secondary,0.1,0.8,0.9,0.2,4,5,2
,模特,T008,协调行程与商务沟通事务,Secondary,0.1,0.65,0.75,0.35,4,4,2
,模特,T009,处理突发现场状况与情绪调节,Ancillary,0.05,0.15,0.4,0.85,2,3,4
,模特,T010,学习行业趋势与时尚资讯,Ancillary,0.05,0.9,0.95,0.1,5,5,1
,航空气象员S,T001,Interpret meteorological data,Primary,0.12,0.85,0.9,0.6,4,5,3
,航空气象员S,T002,Forecast aviation weather conditions,Primary,0.12,0.7,0.8,0.75,4,4,4
,航空气象员S,T003,Analyze aviation safety risks,Primary,0.12,0.4,0.7,0.85,3,4,4
,航空气象员S,T004,Issue weather warnings to pilots,Primary,0.12,0.3,0.6,0.9,2,3,5
,航空气象员S,T005,Coordinate with air traffic control,Primary,0.12,0.2,0.5,0.95,2,3,5
,航空气象员S,T006,Maintain observation equipment,Secondary,0.1,0.6,0.4,0.3,3,3,2
,航空气象员S,T007,Document weather analysis reports,Secondary,0.1,0.75,0.85,0.5,4,4,3
,航空气象员S,T008,Update operational procedures,Secondary,0.1,0.5,0.6,0.7,3,3,4
,航空气象员S,T009,Conduct training for new staff,Ancillary,0.05,0.3,0.4,0.8,2,3,4
,航空气象员S,T010,Archive historical weather records,Ancillary,0.05,0.95,0.9,0.2,5,5,2
,人工影响天气特种作业操作员,T001,操作人工影响天气作业设备,Primary,0.12,0.3,0.75,0.8,2,4,4
,人工影响天气特种作业操作员,T002,执行人工影响天气作业申请与协调,Primary,0.12,0.4,0.65,0.7,3,4,4
,人工影响天气特种作业操作员,T003,维护人工影响天气作业设备,Primary,0.12,0.25,0.6,0.75,2,3,4
,人工影响天气特种作业操作员,T004,监控作业现场气象条件变化,Primary,0.12,0.35,0.85,0.85,2,4,4
,人工影响天气特种作业操作员,T005,执行人工影响天气作业安全规程,Primary,0.12,0.2,0.5,0.8,2,3,4
,人工影响天气特种作业操作员,T006,记录人工影响天气作业数据,Secondary,0.1,0.8,0.9,0.4,4,5,3
,人工影响天气特种作业操作员,T007,分析人工影响天气作业效果,Secondary,0.1,0.5,0.7,0.6,3,4,3
,人工影响天气特种作业操作员,T008,培训人工影响天气作业人员,Secondary,0.1,0.3,0.4,0.5,2,3,3
,人工影响天气特种作业操作员,T009,整理人工影响天气作业档案,Ancillary,0.05,0.9,0.8,0.2,5,4,2
,人工影响天气特种作业操作员,T010,汇报人工影响天气作业结果,Ancillary,0.05,0.6,0.7,0.5,3,4,3
,海洋水文气象观测员L,T001,操作海洋水文气象观测仪器,Primary,0.12,0.25,0.75,0.8,2,4,4
,海洋水文气象观测员L,T002,记录并编报海洋气象观测数据,Primary,0.12,0.4,0.85,0.7,3,4,4
,海洋水文气象观测员L,T003,执行海洋环境现场观测任务,Primary,0.12,0.15,0.6,0.85,2,3,4
,海洋水文气象观测员L,T004,维护与校准观测设备系统,Primary,0.12,0.3,0.7,0.75,2,4,4
,海洋水文气象观测员L,T005,分析海洋气象数据异常趋势,Primary,0.12,0.5,0.9,0.65,3,5,4
,海洋水文气象观测员L,T006,撰写海洋气象观测技术报告,Secondary,0.1,0.65,0.95,0.5,4,5,3
,海洋水文气象观测员L,T007,协调跨部门数据共享流程,Secondary,0.1,0.35,0.6,0.8,2,3,4
,海洋水文气象观测员L,T008,评估设备运行状态与风险,Secondary,0.1,0.45,0.75,0.7,3,4,4
,海洋水文气象观测员L,T009,整理归档历史观测档案,Ancillary,0.05,0.8,0.9,0.4,4,5,3
,海洋水文气象观测员L,T010,协助开展海洋环境科普宣传,Ancillary,0.05,0.6,0.85,0.6,3,4,3
,海洋浮标工,T001,执行海洋浮标布放与回收作业,Primary,0.15,0.15,0.75,0.85,2,4,4
,海洋浮标工,T002,实施浮标设备状态检测与故障诊断,Primary,0.15,0.4,0.8,0.6,3,4,3
,海洋浮标工,T003,执行浮标系统日常维护与部件更换,Primary,0.15,0.2,0.7,0.8,2,4,4
,海洋浮标工,T004,接收并校验海洋监测数据完整性,Primary,0.15,0.85,0.95,0.3,4,5,2
,海洋浮标工,T005,制定浮标布放方案与风险评估,Primary,0.15,0.3,0.65,0.7,2,4,4
,海洋浮标工,T006,撰写设备运行日志与故障报告,Secondary,0.1,0.9,0.9,0.2,5,5,2
,海洋浮标工,T007,协调团队进行海上作业安全管控,Secondary,0.1,0.1,0.5,0.9,1,3,5
,海洋浮标工,T008,整理归档历史维修记录与数据档案,Ancillary,0.05,0.95,0.85,0.15,5,4,2
,海洋浮标工,T009,向科研人员反馈设备异常状况,Ancillary,0.05,0.6,0.7,0.4,3,4,3
,海洋水文调查员L,T001,操作海洋水文观测仪器,Primary,0.12,0.35,0.75,0.65,2,4,4
,海洋水文调查员L,T002,采集海洋水文基础数据,Primary,0.12,0.4,0.8,0.6,3,4,3
,海洋水文调查员L,T003,调试海洋观测设备系统,Primary,0.12,0.25,0.5,0.75,2,3,4
,海洋水文调查员L,T004,分析整理海洋水文数据,Primary,0.12,0.85,0.95,0.4,4,5,3
,海洋水文调查员L,T005,撰写海洋水文调查报告,Primary,0.12,0.7,0.85,0.5,4,4,3
,海洋水文调查员L,T006,观察海洋环境变化特征,Secondary,0.1,0.3,0.6,0.7,2,3,4
,海洋水文调查员L,T007,维护海洋调查设备状态,Secondary,0.1,0.2,0.4,0.8,2,3,4
,海洋水文调查员L,T008,评估数据质量与可靠性,Secondary,0.1,0.65,0.7,0.55,4,4,3
,海洋水文调查员L,T009,整理归档海洋调查档案,Ancillary,0.05,0.9,0.8,0.3,5,4,2
,海洋水文调查员L,T010,协调现场调查团队工作,Ancillary,0.05,0.15,0.3,0.85,2,2,4
,海洋生物调查员L,T001,Execute marine biological sampling in field environments,Primary,0.12,0.2,0.65,0.75,2,4,4
,海洋生物调查员L,T002,Process and preserve collected biological specimens,Primary,0.12,0.3,0.7,0.6,2,4,3
,海洋生物调查员L,T003,Operate microscope to identify and classify marine organisms,Primary,0.12,0.45,0.85,0.8,3,4,4
,海洋生物调查员L,T004,Document and record field observation data accurately,Primary,0.12,0.6,0.9,0.7,3,5,4
,海洋生物调查员L,T005,Maintain laboratory equipment and sampling tools,Primary,0.12,0.25,0.55,0.65,2,3,4
,海洋生物调查员L,T006,Analyze taxonomic data to verify classification accuracy,Secondary,0.1,0.5,0.8,0.75,3,4,4
,海洋生物调查员L,T007,Coordinate with research teams to align sampling objectives,Secondary,0.1,0.35,0.6,0.85,2,3,4
,海洋生物调查员L,T008,Prepare and submit scientific reports on survey results,Secondary,0.1,0.55,0.85,0.7,3,4,4
,海洋生物调查员L,T009,Archive and manage biological specimen databases,Ancillary,0.05,0.7,0.75,0.5,4,4,3
,海洋生物调查员L,T010,Ensure compliance with safety and ethical protocols,Ancillary,0.05,0.4,0.6,0.7,3,3,4
,大地测量员L/S,T001,Select survey points and install benchmarks,Primary,0.12,0.15,0.4,0.85,2,3,4
,大地测量员L/S,T002,Conduct instrument observations and data collection,Primary,0.12,0.2,0.75,0.8,2,4,4
,大地测量员L/S,T003,Process and validate raw survey data,Primary,0.12,0.65,0.9,0.35,4,5,2
,大地测量员L/S,T004,Interpret spatial relationships and map coordinates,Primary,0.12,0.3,0.6,0.7,2,3,4
,大地测量员L/S,T005,Prepare and submit technical survey reports,Primary,0.12,0.55,0.85,0.45,3,4,3
,大地测量员L/S,T006,Maintain and calibrate surveying instruments,Secondary,0.1,0.1,0.3,0.9,1,2,5
,大地测量员L/S,T007,Coordinate with clients and stakeholders on site,Secondary,0.1,0.05,0.2,0.95,1,2,5
,大地测量员L/S,T008,Verify legal boundaries and regulatory compliance,Secondary,0.1,0.25,0.5,0.75,2,3,4
,大地测量员L/S,T009,Document field conditions and environmental factors,Ancillary,0.05,0.4,0.7,0.6,3,4,3
,大地测量员L/S,T010,Archive and manage historical survey records,Ancillary,0.05,0.8,0.95,0.2,4,5,2
,摄影测量员L/S,T001,Execute aerial image acquisition missions,Primary,0.12,0.35,0.85,0.65,2,4,4
,摄影测量员L/S,T002,Conduct aerial triangulation calculations,Primary,0.12,0.9,0.95,0.1,5,5,1
,摄影测量员L/S,T003,Perform stereoscopic mapping operations,Primary,0.12,0.4,0.75,0.6,3,4,3
,摄影测量员L/S,T004,Process remote sensing imagery data,Primary,0.12,0.8,0.9,0.2,4,5,2
,摄影测量员L/S,T005,Validate and verify spatial measurement accuracy,Primary,0.12,0.25,0.6,0.75,2,3,4
,摄影测量员L/S,T006,Interpret remote sensing spectral signatures,Secondary,0.1,0.7,0.8,0.3,4,4,2
,摄影测量员L/S,T007,Coordinate field data collection teams,Secondary,0.1,0.15,0.4,0.85,2,3,4
,摄影测量员L/S,T008,Document measurement methodology and results,Secondary,0.1,0.6,0.7,0.4,3,4,3
,摄影测量员L/S,T009,Maintain and calibrate surveying equipment,Ancillary,0.05,0.2,0.5,0.8,2,3,4
,摄影测量员L/S,T010,Analyze spatial data for strategic planning,Ancillary,0.05,0.3,0.65,0.7,2,4,4
,地图绘制员,T001,采集并处理地理空间数据,Primary,0.12,0.35,0.85,0.65,2,4,4
,地图绘制员,T002,执行地图符号化与视觉设计,Primary,0.12,0.4,0.75,0.6,3,4,3
,地图绘制员,T003,构建与维护地理信息数据库,Primary,0.12,0.5,0.8,0.5,3,4,3
,地图绘制员,T004,审核地图内容的准确性与规范性,Primary,0.12,0.2,0.4,0.8,2,3,4
,地图绘制员,T005,编制地图图例与注记说明,Primary,0.12,0.3,0.7,0.7,2,4,4
,地图绘制员,T006,操作数字化绘图设备与软件,Secondary,0.1,0.6,0.5,0.4,3,3,3
,地图绘制员,T007,校核地图投影与坐标系统,Secondary,0.1,0.45,0.6,0.55,3,3,3
,地图绘制员,T008,整理归档历史测绘资料,Secondary,0.1,0.7,0.3,0.3,4,2,2
,地图绘制员,T009,沟通确认制图需求与变更,Ancillary,0.05,0.15,0.2,0.85,2,2,4
,地图绘制员,T010,输出最终制图产品与文档,Ancillary,0.05,0.8,0.6,0.2,4,3,2
,工程测量员S,T001,Operate total stations and GPS receivers for field data acquisition,Primary,0.12,0.35,0.85,0.65,2,4,4
,工程测量员S,T002,Execute control and topographic surveying protocols on construction sites,Primary,0.12,0.4,0.8,0.6,3,4,3
,工程测量员S,T003,Perform construction layout and stakeout operations for engineering projects,Primary,0.12,0.3,0.75,0.7,2,4,4
,工程测量员S,T004,Process and edit raw survey data into standardized digital formats,Primary,0.12,0.85,0.95,0.4,4,5,3
,工程测量员S,T005,Verify measurement accuracy and validate results against project specifications,Primary,0.12,0.25,0.7,0.75,2,4,4
,工程测量员S,T006,Maintain and calibrate surveying instruments to ensure operational precision,Secondary,0.1,0.2,0.6,0.8,2,3,4
,工程测量员S,T007,Interpret topographic maps and generate engineering drawing outputs,Secondary,0.1,0.7,0.9,0.5,4,5,3
,工程测量员S,T008,Coordinate with construction teams to resolve on-site positioning conflicts,Secondary,0.1,0.15,0.5,0.85,2,3,4
,工程测量员S,T009,Document survey procedures and compile technical reports for project archives,Ancillary,0.05,0.9,0.95,0.3,5,5,2
,工程测量员S,T010,Ensure compliance with safety regulations during field operations,Ancillary,0.05,0.1,0.4,0.9,1,3,5
,不动产测绘员,T001,Conduct boundary surveys on site,Primary,0.12,0.25,0.65,0.75,2,4,4
,不动产测绘员,T002,Calculate property areas and volumes,Primary,0.12,0.9,0.95,0.1,5,5,1
,不动产测绘员,T003,Investigate property rights and ownership,Primary,0.12,0.3,0.5,0.8,2,3,4
,不动产测绘员,T004,Organize and archive survey documentation,Primary,0.12,0.85,0.9,0.15,4,5,2
,不动产测绘员,T005,Coordinate with stakeholders and clients,Primary,0.12,0.15,0.4,0.85,2,3,4
,不动产测绘员,T006,Verify land use compliance and regulations,Secondary,0.1,0.4,0.7,0.6,3,4,3
,不动产测绘员,T007,Maintain and calibrate surveying instruments,Secondary,0.1,0.35,0.55,0.65,2,3,4
,不动产测绘员,T008,Draft and review technical survey reports,Secondary,0.1,0.6,0.8,0.4,3,4,3
,不动产测绘员,T009,Resolve boundary disputes between parties,Ancillary,0.05,0.1,0.3,0.9,1,2,5
,不动产测绘员,T010,Update digital cadastral maps and databases,Ancillary,0.05,0.95,0.95,0.05,5,5,1
,海洋测绘员L/S,T001,操作多波束声呐设备采集水深数据,Primary,0.12,0.35,0.85,0.65,2,4,4
,海洋测绘员L/S,T002,执行控制测量与坐标系统校准,Primary,0.12,0.2,0.7,0.8,2,4,4
,海洋测绘员L/S,T003,编制与更新标准海图产品,Primary,0.12,0.45,0.9,0.55,3,5,3
,海洋测绘员L/S,T004,分析海洋地质与水文异常数据,Primary,0.12,0.3,0.8,0.7,2,4,4
,海洋测绘员L/S,T005,整理与归档测绘原始资料,Primary,0.12,0.75,0.95,0.25,4,5,2
,海洋测绘员L/S,T006,评估海上作业环境安全风险,Secondary,0.1,0.15,0.6,0.85,2,3,4
,海洋测绘员L/S,T007,协调船岸团队进行数据同步,Secondary,0.1,0.25,0.5,0.75,2,3,4
,海洋测绘员L/S,T008,撰写测绘技术报告与验收文档,Secondary,0.1,0.6,0.8,0.4,3,4,3
,海洋测绘员L/S,T009,维护测绘仪器与设备状态,Ancillary,0.05,0.4,0.3,0.3,3,2,2
,海洋测绘员L/S,T010,培训初级测绘人员操作规范,Ancillary,0.05,0.3,0.4,0.6,2,3,3
,无人机测绘操控员L,T001,Execute autonomous flight missions,Primary,0.12,0.35,0.85,0.65,2,4,4
,无人机测绘操控员L,T002,Design mission flight plans,Primary,0.12,0.45,0.75,0.55,3,4,3
,无人机测绘操控员L,T003,Monitor real-time telemetry data,Primary,0.12,0.25,0.9,0.75,2,5,4
,无人机测绘操控员L,T004,Process and validate survey data,Primary,0.12,0.55,0.8,0.45,3,4,3
,无人机测绘操控员L,T005,Maintain ground control equipment,Primary,0.12,0.15,0.4,0.85,2,3,4
,无人机测绘操控员L,T006,Coordinate with surveying teams,Secondary,0.1,0.1,0.3,0.9,1,2,5
,无人机测绘操控员L,T007,Respond to emergency flight failures,Secondary,0.1,0.2,0.6,0.8,2,3,4
,无人机测绘操控员L,T008,Document operational logs,Secondary,0.1,0.7,0.95,0.3,4,5,2
,无人机测绘操控员L,T009,Calibrate sensor systems,Ancillary,0.05,0.3,0.5,0.7,2,3,4
,无人机测绘操控员L,T010,Train junior operators,Ancillary,0.05,0.15,0.4,0.85,2,3,4
,地理信息采集员L,T001,Operate GNSS receivers and total stations for field data acquisition,Primary,0.12,0.35,0.75,0.65,2,4,4
,地理信息采集员L,T002,Conduct visual inspection and validation of collected spatial data,Primary,0.12,0.45,0.8,0.55,3,4,3
,地理信息采集员L,T003,Navigate complex terrain and access remote survey points,Primary,0.12,0.15,0.4,0.85,2,3,4
,地理信息采集员L,T004,Input and synchronize field data into Geographic Information Systems,Primary,0.12,0.85,0.9,0.3,4,5,2
,地理信息采集员L,T005,Maintain and calibrate surveying equipment before and after operations,Primary,0.12,0.2,0.5,0.7,2,3,4
,地理信息采集员L,T006,Document field conditions and metadata for data quality assurance,Secondary,0.1,0.6,0.7,0.4,3,4,3
,地理信息采集员L,T007,Coordinate with team members to ensure spatial alignment of datasets,Secondary,0.1,0.3,0.6,0.8,2,3,4
,地理信息采集员L,T008,Review and correct topological errors in digital map layers,Secondary,0.1,0.7,0.85,0.35,4,4,2
,地理信息采集员L,T009,Report equipment failures and logistical issues to supervisors,Ancillary,0.05,0.8,0.6,0.2,4,3,2
,地理信息采集员L,T010,Adapt surveying strategies based on changing weather or terrain,Ancillary,0.05,0.1,0.3,0.9,1,2,5
,地理信息处理员L,T001,Execute GIS software operations for spatial data processing,Primary,0.12,0.85,0.9,0.4,4,5,3
,地理信息处理员L,T002,Construct spatial models based on input data parameters,Primary,0.12,0.75,0.8,0.5,4,4,3
,地理信息处理员L,T003,Perform high-volume data entry and validation tasks,Primary,0.12,0.95,0.95,0.2,5,5,2
,地理信息处理员L,T004,Maintain database integrity and update spatial records,Primary,0.12,0.8,0.85,0.35,4,4,2
,地理信息处理员L,T005,Verify spatial accuracy and resolve data inconsistencies,Primary,0.12,0.4,0.7,0.8,3,4,4
,地理信息处理员L,T006,Interpret complex spatial relationships for project requirements,Secondary,0.1,0.3,0.65,0.85,2,4,4
,地理信息处理员L,T007,Coordinate data delivery with external stakeholders,Secondary,0.1,0.2,0.5,0.9,2,3,5
,地理信息处理员L,T008,Document processing workflows and generate technical reports,Secondary,0.1,0.6,0.75,0.6,3,4,3
,地理信息处理员L,T009,Archive legacy spatial data and manage storage systems,Ancillary,0.05,0.9,0.8,0.25,5,4,2
,地理信息处理员L,T010,Assist in training junior staff on GIS protocols,Ancillary,0.05,0.15,0.4,0.95,2,3,5
,地理信息应用作业员L,T001,Construct GIS thematic maps,Primary,0.12,0.85,0.9,0.6,4,5,3
,地理信息应用作业员L,T002,Validate navigation service data accuracy,Primary,0.12,0.7,0.8,0.75,4,4,4
,地理信息应用作业员L,T003,Analyze spatial data patterns,Primary,0.12,0.6,0.85,0.8,3,4,4
,地理信息应用作业员L,T004,Coordinate client requirements for map products,Primary,0.12,0.3,0.5,0.9,2,3,5
,地理信息应用作业员L,T005,Design innovative spatial solutions,Primary,0.12,0.4,0.7,0.85,3,4,4
,地理信息应用作业员L,T006,Execute field data collection protocols,Secondary,0.1,0.2,0.4,0.8,2,3,4
,地理信息应用作业员L,T007,Interpret complex internet map constraints,Secondary,0.1,0.55,0.75,0.7,3,4,4
,地理信息应用作业员L,T008,Negotiate service delivery timelines,Secondary,0.1,0.25,0.45,0.9,2,3,5
,地理信息应用作业员L,T009,Archive legacy geographic records,Ancillary,0.05,0.95,0.9,0.4,5,5,3
,地理信息应用作业员L,T010,Document quality assurance procedures,Ancillary,0.05,0.8,0.7,0.5,4,4,3
,农产品食品检验员L,T001,执行样品采集与制备,Primary,0.12,0.25,0.4,0.75,2,3,4
,农产品食品检验员L,T002,操作仪器进行化学分析,Primary,0.12,0.3,0.85,0.8,2,4,4
,农产品食品检验员L,T003,解读检测数据与判定结果,Primary,0.12,0.45,0.7,0.65,3,4,4
,农产品食品检验员L,T004,编制检验报告与记录归档,Primary,0.12,0.75,0.9,0.5,4,5,3
,农产品食品检验员L,T005,维护实验室设备与校准,Primary,0.12,0.35,0.55,0.7,2,3,4
,农产品食品检验员L,T006,审核样品流转与合规性,Secondary,0.1,0.4,0.6,0.6,3,3,3
,农产品食品检验员L,T007,沟通检测结果与反馈,Secondary,0.1,0.5,0.7,0.55,3,4,3
,农产品食品检验员L,T008,学习新标准与更新知识,Secondary,0.1,0.6,0.8,0.4,3,4,3
,农产品食品检验员L,T009,处理废弃物与清洁现场,Ancillary,0.05,0.2,0.3,0.8,2,2,4
,农产品食品检验员L,T010,应对突发异常与事故处理,Ancillary,0.05,0.15,0.4,0.85,2,3,4
,纤维检验员,T001,执行纤维样品抽样操作,Primary,0.12,0.35,0.65,0.75,2,4,4
,纤维检验员,T002,操作检测仪器获取数据,Primary,0.12,0.85,0.9,0.4,4,5,3
,纤维检验员,T003,比对检测结果与检验标准,Primary,0.12,0.7,0.8,0.5,4,4,3
,纤维检验员,T004,判定纤维质量等级与缺陷,Primary,0.12,0.4,0.75,0.85,3,4,4
,纤维检验员,T005,编制检验报告与归档记录,Primary,0.12,0.9,0.95,0.3,5,5,2
,纤维检验员,T006,维护检测仪器与校准设备,Secondary,0.1,0.5,0.6,0.6,3,3,3
,纤维检验员,T007,解释检验结果给客户,Secondary,0.1,0.3,0.5,0.9,2,3,5
,纤维检验员,T008,处理突发异常数据,Secondary,0.1,0.45,0.7,0.8,3,4,4
,纤维检验员,T009,整理实验室耗材与废弃物,Ancillary,0.05,0.8,0.4,0.2,4,3,2
,纤维检验员,T010,更新检验标准知识库,Ancillary,0.05,0.95,0.9,0.3,5,5,2
,贵金属首饰与宝玉石检测员,T001,操作光谱仪检测贵金属成分,Primary,0.12,0.15,0.85,0.8,2,4,4
,贵金属首饰与宝玉石检测员,T002,运用眼力鉴别宝石天然与合成属性,Primary,0.12,0.1,0.4,0.9,1,3,5
,贵金属首饰与宝玉石检测员,T003,依据标准对宝玉石进行颜色分级,Primary,0.12,0.2,0.7,0.75,2,4,4
,贵金属首饰与宝玉石检测员,T004,综合数据评估宝石市场价值,Primary,0.12,0.3,0.6,0.7,2,3,4
,贵金属首饰与宝玉石检测员,T005,撰写检测证书与鉴定报告,Primary,0.12,0.65,0.9,0.5,4,5,3
,贵金属首饰与宝玉石检测员,T006,校准检测仪器与标准样品,Secondary,0.1,0.25,0.75,0.7,2,4,4
,贵金属首饰与宝玉石检测员,T007,向客户解释鉴定结果与风险,Secondary,0.1,0.1,0.3,0.95,1,2,5
,贵金属首饰与宝玉石检测员,T008,整理归档检测原始数据,Secondary,0.1,0.8,0.95,0.2,4,5,2
,贵金属首饰与宝玉石检测员,T009,维护实验室安全与卫生环境,Ancillary,0.05,0.1,0.4,0.5,1,3,3
,贵金属首饰与宝玉石检测员,T010,更新行业检测标准知识库,Ancillary,0.05,0.5,0.8,0.4,3,4,3
,药物检验员,T001,执行药物样品物理取样与预处理,Primary,0.12,0.15,0.4,0.85,2,3,4
,药物检验员,T002,操作精密仪器执行化学与微生物分析,Primary,0.12,0.3,0.8,0.7,2,4,4
,药物检验员,T003,解读检验数据并判定药物合规性,Primary,0.12,0.2,0.75,0.8,2,4,4
,药物检验员,T004,编制并审核药物检验技术报告,Primary,0.12,0.45,0.85,0.55,3,4,3
,药物检验员,T005,维护实验室设备与校准检测系统,Primary,0.12,0.25,0.5,0.75,2,3,4
,药物检验员,T006,识别并处理微生物污染异常样本,Secondary,0.1,0.1,0.6,0.9,1,3,5
,药物检验员,T007,向生产部门反馈检验结果与改进建议,Secondary,0.1,0.35,0.7,0.65,2,4,4
