occupation_code,occupation_name,isco08_code,major_category,substitutivity_01,augmentation_01,complementarity_01,substitutivity_5,augmentation_5,complementarity_5,exposure_index_rho,agentic_potential,cognitive_requirement,physicality_intensity,language_intensity
2-10-05-01,翻译,2635,2,0.494,0.7,0.656,3,4,4,0.494,0,85,20,95
2-10-05-02,手语翻译,2635,2,0.4185,0.615,0.609,3,3,3,0.4185,0,75,40,85
2-10-06-01,文献信息专业人员,2424,2,0.573,0.742,0.427,3,4,3,0.573,0,72,15,85
2-10-06-02,微缩摄影专业人员,2141,2,0.5495,0.6885,0.5735,3,4,3,0.5495,0,65,35,60
2-10-07-00,档案专业人员,2411,2,0.445,0.6595,0.667,3,4,4,0.445,0,65,15,70
2-10-08-01,考古专业人员,2141,2,0.3065,0.592,0.7285,2,3,4,0.3065,0,75,40,65
2-10-08-02,文物藏品专业人员,2611,2,0.4145,0.664,0.5855,3,4,3,0.4145,0,75,20,65
2-10-08-03,可移动文物保护专业人员,2149,2,0.3915,0.7235,0.6085,3,4,3,0.3915,0,85,40,65
2-10-08-04,不可移动文物保护专业人员,2142,2,0.3755,0.675,0.6545,3,4,4,0.3755,0,75,30,65
2-10-08-05,文物展陈专业人员,2424,2,0.3905,0.71,0.6575,3,4,4,0.3905,0,75,25,70
3-01-01-01,行政办事员,4140,4,0.513,0.6735,0.487,3,4,3,0.513,0,65,15,70
3-01-01-02,政务服务办事员,4221,4,0.4135,0.648,0.5565,3,4,3,0.4135,0,65,25,75
3-01-01-03,统计调查员,3314,3,0.453,0.666,0.576,3,4,3,0.453,0,72,35,78
3-01-01-04,社团会员管理员,3339,3,0.538,0.7455,0.6095,3,4,3,0.538,0,65,15,70
3-01-01-05,劝募员,2422,2,0.5045,0.651,0.4955,3,4,3,0.5045,0,65,25,80
3-01-02-01,机要员,4311,4,0.167,0.653,0.815,2,4,4,0.167,0,65,25,70
3-01-02-02,秘书,3331,3,0.453,0.647,0.547,3,4,3,0.453,0,65,15,70
3-01-02-03,公关员,2411,2,0.5555,0.75,0.5855,3,4,3,0.5555,0,72,20,85
3-01-02-04,收发员,4321,4,0.4405,0.6785,0.617,3,4,3,0.4405,0,45,60,55
3-01-02-05,打字员,4140,4,0.7156,0.693,0.332,4,4,2,0.7156,1,45,20,85
3-01-02-06,速录师,3331,3,0.4025,0.56,0.604,3,3,3,0.4025,0,75,20,90
3-01-02-07,制图员,3322,3,0.555,0.676,0.445,3,4,3,0.555,0,65,15,70
3-01-02-08,后勤管理员,4311,4,0.351,0.6615,0.634,2,4,4,0.351,0,55,30,65
3-01-03-01,行政执法员,3322,3,0.4105,0.6765,0.597,3,4,3,0.4105,0,72,25,75
3-01-03-02,劳动人事争议仲裁员,2411,2,0.5645,0.633,0.5485,3,4,3,0.5645,0,85,20,80
3-01-03-03,农村土地承包仲裁员,2419,2,0.4255,0.555,0.5745,3,3,3,0.4255,0,75,20,70
3-01-04-01,村和社区工作者,4221,4,0.4275,0.708,0.5935,3,4,3,0.4275,0,65,25,75
3-01-04-02,城市管理网格员,4331,4,0.465,0.6765,0.535,3,4,3,0.465,0,55,40,65
3-01-04-03,劳动保障协理员,4221,4,0.428,0.769,0.6105,3,4,3,0.428,0,65,15,70
3-01-04-04,退役军人事务员,2422,2,0.5615,0.744,0.5635,3,4,3,0.5615,0,65,15,70
3-01-04-05,基层法律服务工作者,2411,2,0.3335,0.654,0.6665,2,4,4,0.3335,0,75,20,85
3-01-04-06,医疗保障专员,3331,3,0.6525,0.792,0.525,4,4,3,0.6525,0,65,15,70
3-02-01-00,人民警察,5322,5,0.3375,0.689,0.635,2,4,4,0.3375,0,75,40,65
3-02-02-00,保卫管理员,5331,5,0.419,0.729,0.647,3,4,4,0.419,0,65,40,70
3-02-02-02,辅警,5331,5,0.433,0.6245,0.63,3,3,4,0.433,0,55,45,65
3-02-03-01,消防员,3312,3,0.3625,0.7475,0.6495,2,4,4,0.3625,0,75,90,60
3-02-03-02,消防指挥员,3413,3,0.4945,0.7765,0.5475,3,4,3,0.4945,0,85,40,75
3-02-03-03,消防装备管理员,3331,3,0.4225,0.652,0.6595,3,4,4,0.4225,0,65,40,60
3-02-03-04,消防安全管理员,3413,3,0.436,0.731,0.564,3,4,3,0.436,0,65,30,70
3-02-03-05,消防监督检查员,3331,3,0.3515,0.6835,0.6755,2,4,4,0.3515,0,72,45,68
3-02-03-06,森林消防员L,3312,3,0.4175,0.7305,0.6005,3,4,3,0.4175,0,72,88,65
3-02-03-07,森林火情瞭望观察员L,3314,3,0.45,0.688,0.544,3,4,3,0.45,0,65,30,70
3-02-03-08,应急救援员,4321,4,0.4125,0.641,0.6205,3,4,3,0.4125,0,75,85,60
3-03-01-01,仲裁员,2411,2,0.573,0.6555,0.542,3,4,3,0.573,0,85,10,80
3-03-01-02,仲裁秘书,3331,3,0.5245,0.717,0.656,3,4,4,0.5245,0,75,10,80
3-03-01-03,调解员,2422,2,0.443,0.643,0.626,3,4,4,0.443,0,75,10,85
4-01-01-00,采购员,3322,3,0.5455,0.7665,0.61,3,4,3,0.5455,0,72,20,75
4-01-02-01,营销员,2431,2,0.545,0.7135,0.588,3,4,3,0.545,0,65,15,70
4-01-02-03,商品营业员,5223,5,0.527,0.7351,0.488,3,4,3,0.527,0,45,35,75
4-01-02-04,收银员,5223,5,0.6106,0.73,0.399,3,4,3,0.6106,0,35,25,60
4-01-02-05,摊商,5223,5,0.393,0.6645,0.548,3,4,3,0.393,0,45,60,75
4-01-02-06,连锁经营管理师,1349,1,0.4755,0.698,0.664,3,4,4,0.4755,0,72,25,65
4-01-03-01,农产品经纪人,3322,3,0.475,0.6975,0.5805,3,4,3,0.475,0,65,30,75
4-01-03-02,粮油竞价交易员,3322,3,0.338,0.6825,0.7095,2,4,4,0.338,0,72,20,65
4-01-03-03,易货师,2413,2,0.4735,0.6945,0.6905,3,4,4,0.4735,0,72,25,68
4-01-03-04,二手车经纪人,3333,3,0.5235,0.7465,0.561,3,4,3,0.5235,0,65,25,70
4-01-04-01,再生物资回收挑选工L,9321,9,0.475,0.666,0.6445,3,4,4,0.475,0,45,75,30
4-01-05-01,农产品购销员,4331,4,0.4585,0.7185,0.5705,3,4,3,0.4585,0,65,35,70
4-01-05-02,医药商品购销员,4331,4,0.539,0.6615,0.396,3,4,3,0.539,0,65,25,70
4-01-05-03,出版物发行员,4331,4,0.362,0.651,0.638,2,4,4,0.362,0,65,35,70
4-01-05-04,烟草制品购销员,4331,4,0.42,0.7045,0.58,3,4,3,0.42,0,65,25,75
4-01-06-01,电子商务师S,2424,2,0.564,0.7125,0.669,3,4,4,0.564,0,72,10,75
4-01-06-02,互联网营销师S,2431,2,0.5975,0.7705,0.589,3,4,3,0.5975,0,72,25,85
4-02-01-01,轨道交通列车司机L,3311,3,0.2925,0.602,0.7175,2,3,4,0.2925,0,75,20,65
4-02-01-02,铁路列车乘务员,5223,5,0.3515,0.6655,0.6595,2,4,4,0.3515,0,65,45,70
4-02-01-03,铁路车站客运服务员,5223,5,0.397,0.599,0.603,3,3,3,0.397,0,55,40,75
4-02-01-04,铁路行包运输服务员,4331,4,0.33,0.7235,0.735,2,4,4,0.33,0,65,45,70
4-02-01-05,铁路车站货运服务员,4331,4,0.4765,0.731,0.6975,3,4,4,0.4765,0,55,30,65
4-02-01-06,轨道交通调度员,3322,3,0.302,0.746,0.672,2,4,4,0.302,0,85,20,75
4-02-01-07,城市轨道交通服务员,5331,5,0.5295,0.677,0.664,3,4,4,0.5295,0,55,30,65
4-02-02-01,客运车辆驾驶员L,8331,3,0.4415,0.631,0.6925,3,4,4,0.4415,0,65,40,70
4-02-02-02,道路货运汽车驾驶员L,8331,3,0.378,0.674,0.708,3,4,4,0.378,0,65,45,70
4-02-02-03,道路客运服务员,5223,5,0.504,0.681,0.632,3,4,4,0.504,0,45,35,75
4-02-02-04,道路货运业务员,4321,4,0.551,0.706,0.594,3,4,3,0.551,0,65,15,70
4-02-02-05,道路运输调度员,3331,3,0.6655,0.785,0.5615,4,4,3,0.6655,0,72,10,75
4-02-02-06,路况信息监控员,4321,4,0.628,0.7395,0.3595,4,4,2,0.628,0,65,15,70
4-02-02-07,机动车驾驶教练员,4341,4,0.4365,0.727,0.6185,3,4,3,0.4365,0,65,15,70
4-02-02-08,油气电站操作员,3122,3,0.524,0.7215,0.551,3,4,3,0.524,0,65,45,70
4-02-02-09,汽车救援员,7412,7,0.402,0.6815,0.68,3,4,4,0.402,0,65,75,60
4-02-03-01,客运船舶驾驶员,5322,5,0.359,0.696,0.7135,2,4,4,0.359,0,85,40,75
4-02-03-02,船舶业务员,3322,3,0.5645,0.748,0.7515,3,4,4,0.5645,0,68,20,75
4-02-03-03,港口客运员,5223,5,0.4405,0.69,0.655,3,4,4,0.4405,0,55,35,75
4-02-03-04,水上救生员,4321,4,0.536,0.626,0.6425,3,4,4,0.536,0,65,85,40
4-02-03-05,航标工,7133,7,0.381,0.6845,0.64,3,4,4,0.381,0,65,45,60
4-02-04-01,民航乘务员,5342,5,0.3555,0.7615,0.7325,2,4,4,0.3555,0,65,45,70
4-02-04-02,航空运输地面服务员,5412,5,0.5815,0.704,0.4185,3,4,3,0.5815,0,65,40,75
4-02-04-03,机场运行指挥员,3341,3,0.413,0.657,0.612,3,4,3,0.413,0,85,20,75
4-02-04-04,航空安全员,5371,5,0.424,0.7195,0.576,3,4,3,0.424,0,72,45,68
4-02-04-05,机场场务员,7119,7,0.452,0.718,0.6765,3,4,4,0.452,0,55,60,40
4-02-04-06,无人机驾驶员,7411,7,0.5595,0.7485,0.695,3,4,4,0.5595,0,72,25,65
4-02-05-01,装卸搬运工,9331,9,0.417,0.7235,0.628,3,4,4,0.417,0,45,85,30
4-02-05-02,客运售票员,4231,4,0.631,0.674,0.406,4,4,3,0.631,0,45,30,75
4-02-05-03,货运代理服务员,4331,4,0.564,0.682,0.404,3,4,3,0.564,0,65,15,70
4-02-05-04,危险货物运输作业员,7121,7,0.501,0.72,0.586,3,4,3,0.501,0,65,45,70
4-02-06-01,仓储管理员,4321,4,0.483,0.737,0.598,3,4,3,0.483,0,55,45,60
4-02-06-02,理货员,4331,4,0.489,0.7,0.506,3,4,3,0.489,0,45,75,40
4-02-06-03,物流服务师L,4321,4,0.5285,0.6955,0.752,3,4,4,0.5285,0,65,15,70
4-02-06-04,冷藏工,9321,9,0.4955,0.724,0.5755,3,4,3,0.4955,0,45,75,30
4-02-06-05,供应链管理师S,1342,1,0.54,0.653,0.7335,3,4,4,0.54,0,75,10,65
4-02-07-01,邮政营业员,4221,4,0.5435,0.751,0.5055,3,4,3,0.5435,0,45,30,65
4-02-07-02,邮件分拣员,4331,4,0.4105,0.698,0.5745,3,4,3,0.4105,0,45,60,55
4-02-07-03,邮件转运员,7330,7,0.4065,0.675,0.742,3,4,4,0.4065,0,45,60,30
4-02-07-04,邮政投递员,4231,4,0.4515,0.772,0.6165,3,4,3,0.4515,0,45,75,60
4-02-07-05,报刊业务员,5223,5,0.5645,0.724,0.4355,3,4,3,0.5645,0,45,60,55
4-02-07-06,集邮业务员,5223,5,0.469,0.713,0.618,3,4,3,0.469,0,65,20,70
4-02-07-07,邮政市场业务员,3339,3,0.5265,0.7205,0.506,3,4,3,0.5265,0,65,25,75
4-02-07-08,快递员,4221,4,0.379,0.796,0.654,3,4,4,0.379,0,45,85,60
4-02-07-09,快件处理员,4321,4,0.5265,0.7195,0.4735,3,4,3,0.5265,0,45,60,55
4-02-07-10,国际快递业务师,3431,3,0.4595,0.7255,0.5345,3,4,3,0.4595,0,72,10,75
4-02-07-11,快递站点管理师,4140,4,0.313,0.6535,0.694,2,4,4,0.313,0,65,25,70
4-03-01-01,前厅服务员,5221,5,0.513,0.697,0.565,3,4,3,0.513,0,55,30,65
4-03-01-02,客房服务员,5130,5,0.3405,0.719,0.6295,2,4,4,0.3405,0,35,75,45
4-03-01-03,旅店服务员,5130,5,0.3,0.602,0.643,2,3,4,0.3,0,45,55,60
4-03-02-01,中式烹调师,5123,5,0.4275,0.7375,0.5825,3,4,3,0.4275,0,65,75,60
4-03-02-02,中式面点师,5123,5,0.4635,0.6445,0.579,3,4,3,0.4635,0,65,70,40
4-03-02-03,西式烹调师,5120,5,0.351,0.626,0.63,2,4,4,0.351,0,65,15,70
4-03-02-04,西式面点师,7313,7,0.541,0.7145,0.565,3,4,3,0.541,0,65,45,60
4-03-02-05,餐厅服务员,5131,5,0.5735,0.7295,0.4465,3,4,3,0.5735,0,45,60,75
4-03-02-06,营养配餐员,3212,3,0.474,0.7736,0.6225,3,4,3,0.474,0,65,20,70
4-03-02-07,茶艺师,5133,5,0.411,0.654,0.663,3,4,4,0.411,0,65,15,70
4-03-02-08,咖啡师,5120,5,0.451,0.7275,0.627,3,4,4,0.451,0,65,35,70
4-03-02-09,调酒师,5120,5,0.4035,0.631,0.5835,3,4,3,0.4035,0,65,15,70
4-03-02-10,调饮师,5123,5,0.3925,0.6695,0.6125,3,4,3,0.3925,0,65,15,70
4-03-02-11,食品安全管理师,2422,2,0.433,0.686,0.674,3,4,4,0.433,0,72,25,68
4-03-02-12,侍酒师,3323,3,0.329,0.6465,0.717,2,4,4,0.329,0,72,25,75
4-03-02-13,宴会定制服务师,3339,3,0.407,0.6715,0.606,3,4,3,0.407,0,72,35,80
4-04-01-01,信息通信营业员,4221,4,0.593,0.7525,0.4415,3,4,3,0.593,0,65,15,70
4-04-01-02,信息通信业务员,4221,4,0.3735,0.7155,0.6265,2,4,4,0.3735,0,65,15,70
4-04-02-01,信息通信网络机务员S,3139,3,0.4885,0.684,0.4915,3,4,3,0.4885,0,65,35,60
4-04-02-02,信息通信网络线务员,7413,7,0.396,0.665,0.609,3,4,3,0.396,0,55,75,45
4-04-02-03,信息通信网络动力机务员S,3126,3,0.4725,0.671,0.5895,3,4,3,0.4725,0,65,40,60
4-04-02-04,信息通信网络测量员,3126,3,0.3405,0.69,0.7115,2,4,4,0.3405,0,65,45,70
4-04-02-05,无线电监测与设备运维员S,3126,3,0.343,0.6985,0.645,2,4,4,0.343,0,72,35,65
4-04-03-01,广播电视天线工,7413,7,0.4955,0.7555,0.673,3,4,4,0.4955,0,65,85,40
4-04-03-02,广播电视机线员,3133,3,0.509,0.7045,0.5055,3,4,3,0.509,0,65,45,60
4-04-04-01,信息通信网络运行管理员S,3513,3,0.529,0.658,0.4785,3,4,3,0.529,0,75,20,65
4-04-04-02,网络与信息安全管理员S,2529,2,0.2875,0.712,0.682,2,4,4,0.2875,0,85,20,65
4-04-04-03,信息通信信息化系统管理员S,3512,3,0.584,0.775,0.7535,3,4,4,0.584,0,72,15,65
4-04-04-04,信息安全测试员S,3512,3,0.54,0.73,0.567,3,4,3,0.54,0,78,15,65
4-04-04-05,数字化解决方案设计师S,2511,2,0.4715,0.8045,0.6275,3,4,4,0.4715,0,78,10,75
4-04-04-06,网络安全等级保护测评师,2529,2,0.4465,0.672,0.633,3,4,4,0.4465,0,78,25,72
4-04-04-07,密码技术应用员S,3512,3,0.3595,0.7225,0.6515,2,4,4,0.3595,0,75,20,65
4-04-05-01,计算机程序设计员S,2512,2,0.42,0.7005,0.627,3,4,4,0.42,1,78,12,65
4-04-05-02,计算机软件测试员S,2512,2,0.5305,0.6985,0.6495,3,4,4,0.5305,0,65,15,70
4-04-05-03,呼叫中心服务员,4241,4,0.5625,0.713,0.447,3,4,3,0.5625,0,65,15,85
4-04-05-04,数据库运行管理员S,3512,3,0.328,0.723,0.726,2,4,4,0.328,0,72,15,65
4-04-05-05,人工智能训练师S,3512,3,0.6505,0.7825,0.582,4,4,3,0.6505,1,72,25,65
4-04-05-06,区块链应用操作员S,3512,3,0.318,0.709,0.708,2,4,4,0.318,0,72,10,65
4-04-05-07,服务机器人应用技术员S,3322,3,0.53,0.691,0.465,3,4,3,0.53,0,65,35,70
4-04-05-08,电子数据取证分析师S,3512,3,0.343,0.6635,0.637,2,4,4,0.343,0,85,20,75
4-04-05-09,信息系统适配验证师S,2529,2,0.42,0.696,0.603,3,4,3,0.42,0,72,10,65
4-04-05-10,数字孪生应用技术员S,3512,3,0.466,0.6935,0.6,3,4,3,0.466,0,72,25,65
4-04-05-11,虚拟现实产品设计师S,2166,2,0.42,0.6875,0.676,3,4,4,0.42,0,75,20,65
4-05-01-01,银行综合柜员,4221,4,0.492,0.7825,0.647,3,4,4,0.492,0,65,25,70
4-05-01-02,银行信贷员,2413,2,0.521,0.715,0.587,3,4,3,0.521,0,75,20,70
4-05-01-03,银行客户业务员,4241,4,0.5025,0.7765,0.6035,3,4,3,0.5025,0,65,15,70
4-05-01-04,银行信用卡业务员,3339,3,0.4985,0.7685,0.5015,3,4,3,0.4985,0,65,15,70
4-05-02-00,证券期货服务师,2411,2,0.503,0.781,0.497,3,4,3,0.503,0,75,10,65
4-05-03-01,保险代理人,3322,3,0.5155,0.7365,0.6205,3,4,3,0.5155,0,68,12,75
4-05-03-02,保险保全员,4241,4,0.6265,0.7865,0.4215,4,4,3,0.6265,0,65,15,70
4-05-03-03,保险公估人,3322,3,0.329,0.628,0.662,2,4,4,0.329,0,72,35,68
4-05-03-04,保险经纪人,2412,2,0.548,0.7625,0.5305,3,4,3,0.548,0,75,10,80
4-05-04-01,典当业务员,4221,4,0.496,0.696,0.599,3,4,3,0.496,0,65,25,70
4-05-04-02,鉴定估价师,2413,2,0.4385,0.623,0.648,3,3,4,0.4385,0,85,20,65
4-05-05-01,信托业务员,2411,2,0.494,0.72,0.506,3,4,3,0.494,0,75,20,70
4-05-05-02,资产管理师,2411,2,0.4385,0.7165,0.5615,3,4,3,0.4385,0,85,10,75
4-06-01-01,物业管理师,4140,4,0.403,0.7145,0.632,3,4,4,0.403,0,65,25,70
4-06-01-02,中央空调系统运行操作员,3322,3,0.5005,0.7305,0.7485,3,4,4,0.5005,0,65,45,60
4-06-01-03,停车管理员,5331,5,0.576,0.695,0.463,3,4,3,0.576,0,45,40,65
4-06-01-04,智能楼宇管理员S,3322,3,0.4555,0.7675,0.7165,3,4,4,0.4555,0,65,30,60
4-06-02-01,房地产经纪人,3333,3,0.4865,0.6375,0.642,3,4,4,0.4865,0,65,15,70
4-06-02-02,房地产策划师,2413,2,0.523,0.756,0.611,3,4,3,0.523,0,75,10,80
4-06-02-03,验房师,3133,3,0.5435,0.7435,0.6115,3,4,3,0.5435,0,65,35,70
4-07-01-01,租赁业务员,4221,4,0.384,0.752,0.68,3,4,4,0.384,0,65,25,75
4-07-01-02,拍卖服务师,3339,3,0.4575,0.6035,0.5875,3,3,3,0.4575,0,72,25,78
4-07-02-01,风险管理师,2419,2,0.6765,0.7975,0.5905,4,4,3,0.6765,0,82,10,75
4-07-02-02,科技咨询师,2424,2,0.511,0.7185,0.674,3,4,4,0.511,0,75,10,80
4-07-02-03,客户服务管理员,4241,4,0.6235,0.7635,0.525,3,4,3,0.6235,0,65,15,70
4-07-02-04,信用管理师,2411,2,0.5995,0.698,0.4005,3,4,3,0.5995,0,75,10,65
4-07-02-05,商务数据分析师S,2424,2,0.6855,0.795,0.5555,4,4,3,0.6855,0,75,10,70
4-07-03-01,职业指导师,2424,2,0.4005,0.747,0.5935,3,4,3,0.4005,0,75,10,80
4-07-03-02,劳动关系协调师,2422,2,0.521,0.6735,0.479,3,4,3,0.521,0,75,10,80
4-07-03-03,创业指导师,2424,2,0.4425,0.7615,0.637,3,4,4,0.4425,0,75,10,80
4-07-03-04,企业人力资源管理师,2412,2,0.4195,0.742,0.5805,3,4,3,0.4195,0,72,10,75
4-07-03-05,职业培训师,2424,2,0.4505,0.6335,0.594,3,4,3,0.4505,0,72,20,85
4-07-03-06,劳务外包管理员,4311,4,0.449,0.737,0.61,3,4,3,0.449,0,65,15,70
4-07-03-07,招聘师,2413,2,0.5915,0.702,0.4865,3,4,3,0.5915,0,72,15,78
4-07-04-01,导游,4241,4,0.404,0.5895,0.648,3,3,4,0.404,0,65,35,85
4-07-04-02,旅游团队领队,5231,5,0.399,0.7115,0.692,3,4,4,0.399,0,65,35,80
4-07-04-03,旅行社计调,4341,4,0.4585,0.7055,0.5675,3,4,3,0.4585,0,65,15,70
4-07-04-04,旅游咨询员,4231,4,0.6125,0.6825,0.5365,3,4,3,0.6125,0,65,35,75
4-07-04-05,公共游览场所服务员,5223,5,0.528,0.645,0.551,3,4,3,0.528,0,45,35,60
4-07-04-06,休闲农业服务员,5331,5,0.53,0.641,0.57,3,4,3,0.53,0,55,35,75
4-07-04-07,景区运营管理师,1349,1,0.383,0.6625,0.7125,3,4,4,0.383,0,72,25,68
4-07-05-01,保安员,5332,5,0.4735,0.7865,0.6725,3,4,4,0.4735,0,45,60,55
4-07-05-02,安检员,5331,5,0.369,0.6405,0.666,2,4,4,0.369,0,65,40,70
4-07-05-03,消防设施操作员,4321,4,0.326,0.646,0.65,2,4,4,0.326,0,65,30,70
4-07-05-04,安全防范系统安装维护员,7423,7,0.421,0.599,0.579,3,3,3,0.421,0,65,45,60
4-07-06-01,商品监督员,3339,3,0.365,0.698,0.635,2,4,4,0.365,0,72,35,68
4-07-06-02,商品防损员,5331,5,0.548,0.692,0.592,3,4,3,0.548,0,65,35,70
4-07-06-03,市场管理员,3339,3,0.489,0.7055,0.511,3,4,3,0.489,0,65,35,70
4-07-07-01,会展服务师,4331,4,0.464,0.7005,0.5645,3,4,3,0.464,0,65,35,70
4-07-07-02,装饰美工,7126,7,0.2945,0.582,0.7055,2,3,4,0.2945,0,65,45,70
4-07-07-03,模特,3331,3,0.3395,0.5935,0.6425,2,3,4,0.3395,0,65,45,70
4-08-01-01,航空气象员S,2141,2,0.5415,0.67,0.686,3,4,4,0.5415,0,85,20,75
4-08-01-02,人工影响天气特种作业操作员,3314,3,0.415,0.677,0.653,3,4,4,0.415,0,65,45,70
4-08-02-01,海洋水文气象观测员L,3126,3,0.407,0.7735,0.7,3,4,4,0.407,0,65,45,60
4-08-02-02,海洋浮标工,7130,7,0.4625,0.795,0.625,3,4,4,0.4625,0,65,85,40
4-08-02-03,海洋水文调查员L,3126,3,0.4735,0.687,0.6105,3,4,3,0.4735,0,72,45,65
4-08-02-04,海洋生物调查员L,2141,2,0.411,0.7305,0.71,3,4,4,0.411,0,72,45,65
4-08-03-01,大地测量员L/S,3113,3,0.322,0.6025,0.678,2,3,4,0.322,0,72,45,65
4-08-03-02,摄影测量员L/S,2142,2,0.494,0.7335,0.506,3,4,3,0.494,0,72,35,45
4-08-03-03,地图绘制员,2142,2,0.4325,0.6,0.5675,3,3,3,0.4325,0,72,25,65
4-08-03-04,工程测量员S,3126,3,0.413,0.7535,0.647,3,4,4,0.413,0,65,45,60
4-08-03-05,不动产测绘员,3113,3,0.4815,0.6755,0.5305,3,4,3,0.4815,0,65,40,70
4-08-03-06,海洋测绘员L/S,2142,2,0.381,0.729,0.599,3,4,3,0.381,0,72,45,65
4-08-03-07,无人机测绘操控员L,3126,3,0.3325,0.674,0.6675,2,4,4,0.3325,0,65,25,40
4-08-04-01,地理信息采集员L,3126,3,0.445,0.662,0.576,3,4,3,0.445,0,65,45,30
4-08-04-02,地理信息处理员L,3512,3,0.6125,0.754,0.565,3,4,3,0.6125,0,65,15,70
4-08-04-03,地理信息应用作业员L,3142,3,0.5295,0.69,0.753,3,4,4,0.5295,0,65,15,70
4-08-05-01,农产品食品检验员L,3113,3,0.4195,0.653,0.6455,3,4,4,0.4195,0,65,25,60
4-08-05-02,纤维检验员,3126,3,0.5965,0.731,0.591,3,4,3,0.5965,0,65,25,70
4-08-05-03,贵金属首饰与宝玉石检测员,3126,3,0.313,0.674,0.668,2,4,4,0.313,0,72,25,65
4-08-05-04,药物检验员,3113,3,0.302,0.661,0.698,2,4,4,0.302,0,72,25,65
4-08-05-05,机动车检测工,7412,7,0.5045,0.709,0.5315,3,4,3,0.5045,0,65,35,60
4-08-05-06,计量员,3126,3,0.415,0.74,0.585,3,4,3,0.415,0,65,35,60
4-08-05-07,电子电气产品检验员L,3126,3,0.448,0.649,0.64,3,4,4,0.448,0,68,25,65
4-08-05-08,公路水运工程试验检测员,3126,3,0.4825,0.7075,0.68,3,4,4,0.4825,0,65,40,70
4-08-05-09,建设工程质量检测员,3126,3,0.435,0.673,0.679,3,4,4,0.435,0,65,40,70
4-08-06-00,环境监测员L,3126,3,0.4835,0.7315,0.67,3,4,4,0.4835,0,65,40,60
4-08-07-01,地勘钻探工,7111,7,0.3555,0.6705,0.6615,2,4,4,0.3555,0,65,85,40
4-08-07-02,地勘掘进工,7126,7,0.3875,0.718,0.615,3,4,3,0.3875,0,45,92,35
4-08-07-03,物探工,7126,7,0.468,0.698,0.7005,3,4,4,0.468,0,65,45,60
4-08-07-04,地质调查员L,2142,2,0.4045,0.6885,0.703,3,4,4,0.4045,0,75,60,65
4-08-07-05,地质实验员,3126,3,0.3785,0.658,0.7565,3,4,4,0.3785,0,65,35,60
4-08-08-01,花艺环境设计师,2166,2,0.3165,0.714,0.6175,2,4,3,0.3165,0,72,45,68
4-08-08-02,纺织面料设计师,2163,2,0.5325,0.7095,0.7215,3,4,4,0.5325,0,72,25,65
4-08-08-03,家用纺织品设计师,2166,2,0.4475,0.65,0.585,3,4,3,0.4475,0,72,25,65
4-08-08-04,色彩搭配师,2166,2,0.442,0.651,0.6135,3,4,3,0.442,0,75,20,65
4-08-08-05,工艺美术品设计师,2149,2,0.3715,0.632,0.65,2,4,4,0.3715,0,75,30,65
4-08-08-06,装潢美术设计师,2166,2,0.3995,0.657,0.5855,3,4,3,0.3995,0,75,20,65
4-08-08-07,室内装饰设计师,2163,2,0.3855,0.646,0.676,3,4,4,0.3855,0,75,25,65
4-08-08-08,广告设计师,2166,2,0.4415,0.6695,0.69,3,4,4,0.4415,0,75,20,65
4-08-08-09,包装设计师,2166,2,0.509,0.7145,0.7505,3,4,4,0.509,0,75,20,65
4-08-08-10,玩具设计师,2149,2,0.479,0.7205,0.652,3,4,4,0.479,0,72,35,65
4-08-08-11,首饰设计师,2149,2,0.4135,0.629,0.692,3,4,4,0.4135,0,75,30,60
4-08-08-12,家具设计师,2144,2,0.328,0.715,0.7425,2,4,4,0.328,0,75,20,65
4-08-08-13,陶瓷产品设计师,2163,2,0.41,0.6515,0.705,3,4,4,0.41,0,72,35,65
4-08-08-14,彩灯艺术设计师,2166,2,0.473,0.7005,0.596,3,4,3,0.473,0,72,35,65
4-08-08-15,地毯设计师,2166,2,0.4275,0.7005,0.7125,3,4,4,0.4275,0,72,25,65
4-08-08-16,皮具设计师,2149,2,0.5255,0.6435,0.518,3,4,3,0.5255,0,75,40,65
4-08-08-17,鞋类设计师,2163,2,0.3705,0.6905,0.6825,2,4,4,0.3705,0,72,25,65
4-08-08-18,灯具设计师,2163,2,0.6105,0.7735,0.611,3,4,3,0.6105,0,75,20,65
4-08-08-19,照明设计师,2142,2,0.486,0.698,0.5665,3,4,3,0.486,0,75,20,65
4-08-08-20,形象设计师,2431,2,0.4305,0.645,0.641,3,4,4,0.4305,0,72,45,68
4-08-08-21,会展设计师,2163,2,0.3825,0.651,0.6175,3,4,3,0.3825,0,72,25,68
4-08-08-22,建筑幕墙设计师,2142,2,0.395,0.637,0.605,3,4,3,0.395,0,78,25,65
4-08-08-23,建筑信息模型技术员L/S,3126,3,0.538,0.711,0.462,3,4,3,0.538,0,72,15,65
4-08-08-24,乐器设计师,2149,2,0.5645,0.752,0.676,3,4,4,0.5645,0,85,30,60
4-08-08-25,斫琴师,7412,7,0.282,0.586,0.685,2,3,4,0.282,0,75,40,30
4-08-08-26,工业设计工艺师S,2149,2,0.3905,0.7,0.6095,3,4,3,0.3905,0,75,20,65
4-08-08-27,钟表设计师,2149,2,0.3575,0.6785,0.6425,2,4,4,0.3575,0,85,20,65
4-08-08-28,漆艺师,2149,2,0.317,0.534,0.683,2,3,4,0.317,0,75,40,65
