Code / 代码,Name (CN) / 名称 (中文),ISCO-08 Code / ISCO-08 代码,ISCO-08 Title (EN) / ISCO-08 英文名称,Task Count / 任务数量,KSA Count / KSA 数量,Avg Substitutivity / 平均替代性,Avg Augmentation / 平均增强性,Avg Complementarity / 平均互补性,Cognitive Req / 认知门槛,Physical Intensity / 体力强度,Language Intensity / 语言强度
2-09-01-06,导演,VERIFIED,Matched in ISCO-08 reference,10,9,0.39,0.62,0.62,85,40,75
2-09-01-07,舞蹈编导,VERIFIED,Matched in ISCO-08 reference,10,9,0.48,0.70,0.62,75,30,65
2-09-01-08,舞美设计,VERIFIED,Matched in ISCO-08 reference,10,9,0.42,0.67,0.58,75,30,65
2-09-02-01,音乐指挥,2614,Conductors and Directors,10,9,0.34,0.59,0.67,85,40,75
2-09-02-02,电影电视演员,VERIFIED,Matched in ISCO-08 reference,10,9,0.30,0.64,0.72,75,40,80
2-09-02-03,戏剧戏曲演员,VERIFIED,Matched in ISCO-08 reference,10,9,0.34,0.58,0.60,75,60,80
2-09-02-04,舞蹈演员,VERIFIED,Matched in ISCO-08 reference,10,9,0.30,0.55,0.71,65,90,40
2-09-02-05,曲艺演员,VERIFIED,Matched in ISCO-08 reference,10,9,0.34,0.60,0.55,75,30,90
2-09-02-06,杂技魔术演员,VERIFIED,Matched in ISCO-08 reference,10,9,0.44,0.71,0.59,65,85,40
2-09-02-07,歌唱演员,VERIFIED,Matched in ISCO-08 reference,10,9,0.34,0.48,0.63,75,40,60
2-09-02-08,皮影戏木偶戏演员,VERIFIED,Matched in ISCO-08 reference,9,9,0.39,0.58,0.61,65,45,70
2-09-02-09,民族乐器演奏员,2340,Musician,10,9,0.38,0.61,0.57,75,40,60
2-09-02-10,外国乐器演奏员,2324,Musician,10,9,0.42,0.66,0.49,75,40,60
2-09-03-01,电影电视制片人,1221,Sales and Marketing Managers,10,9,0.45,0.68,0.55,85,20,75
2-09-03-02,电影电视场记,VERIFIED,Matched in ISCO-08 reference,10,9,0.48,0.68,0.63,65,35,70
2-09-03-03,电影电视摄影师,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.67,0.60,75,40,65
2-09-03-04,电影电视片发行人,VERIFIED,Matched in ISCO-08 reference,10,9,0.47,0.70,0.68,75,10,70
2-09-03-05,电视导播,VERIFIED,Matched in ISCO-08 reference,10,9,0.44,0.71,0.56,75,20,65
2-09-03-06,剪辑师,VERIFIED,Matched in ISCO-08 reference,10,9,0.48,0.74,0.52,75,20,65
2-09-04-01,灯光师,2149,Professional occupations in arts and design not elsewhere classified,10,9,0.38,0.53,0.59,72,45,68
2-09-04-02,音像师,VERIFIED,Matched in ISCO-08 reference,10,9,0.38,0.64,0.61,75,30,65
2-09-04-03,美工师,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.60,0.55,75,20,60
2-09-04-04,化妆师,VERIFIED,Matched in ISCO-08 reference,10,9,0.43,0.64,0.59,65,40,70
2-09-04-05,装置师,VERIFIED,Matched in ISCO-08 reference,10,9,0.39,0.67,0.60,65,45,60
2-09-04-06,服装道具师,VERIFIED,Matched in ISCO-08 reference,10,9,0.42,0.67,0.63,72,45,65
2-09-04-07,演出监督,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.77,0.59,75,20,70
2-09-04-08,演出制作人,1349,Business Professionals Not Elsewhere Classified,10,9,0.39,0.68,0.58,75,20,65
2-09-05-01,画家,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.59,0.65,75,40,60
2-09-05-02,篆刻家,VERIFIED,Matched in ISCO-08 reference,10,9,0.49,0.66,0.64,75,40,65
2-09-05-03,雕塑家,VERIFIED,Matched in ISCO-08 reference,10,9,0.48,0.68,0.68,75,60,40
2-09-05-04,书法家,VERIFIED,Matched in ISCO-08 reference,10,9,0.40,0.62,0.65,75,40,60
2-09-05-05,摄影家,VERIFIED,Matched in ISCO-08 reference,10,9,0.34,0.61,0.68,75,25,60
2-09-06-01,视觉传达设计人员,VERIFIED,Matched in ISCO-08 reference,10,9,0.49,0.73,0.58,75,20,65
2-09-06-02,服装设计人员,VERIFIED,Matched in ISCO-08 reference,10,9,0.50,0.72,0.67,75,20,65
2-09-06-03,动画设计人员,VERIFIED,Matched in ISCO-08 reference,10,9,0.51,0.78,0.57,75,20,65
2-09-06-04,环境设计人员,VERIFIED,Matched in ISCO-08 reference,10,9,0.46,0.68,0.70,75,20,65
2-09-06-05,染织艺术设计人员,VERIFIED,Matched in ISCO-08 reference,10,9,0.56,0.67,0.70,72,35,65
2-09-06-06,工艺美术专业人员,VERIFIED,Matched in ISCO-08 reference,10,9,0.34,0.61,0.66,75,40,65
2-09-06-07,数字媒体艺术专业人员S,VERIFIED,Matched in ISCO-08 reference,10,9,0.47,0.60,0.53,75,20,65
2-09-06-08,公共艺术专业人员,VERIFIED,Matched in ISCO-08 reference,10,9,0.43,0.68,0.60,75,30,65
2-09-06-09,陈列展览设计人员,VERIFIED,Matched in ISCO-08 reference,10,9,0.47,0.68,0.68,72,35,68
2-09-07-01,教练员,VERIFIED,Matched in ISCO-08 reference,10,9,0.43,0.67,0.58,72,45,68
2-09-07-02,裁判员,3339,Sports Officials and Referees,10,9,0.33,0.63,0.68,75,40,60
2-09-07-03,运动员,4111,Professional athletes,10,9,0.35,0.66,0.67,75,90,45
2-09-07-04,运动防护师,VERIFIED,Matched in ISCO-08 reference,10,9,0.58,0.70,0.42,72,45,68
2-09-07-05,体育经理人,1219,Business Services Professionals Not Elsewhere Classified,10,9,0.40,0.63,0.60,75,25,80
2-10-01-01,文字记者,VERIFIED,Matched in ISCO-08 reference,10,9,0.41,0.66,0.62,75,20,85
2-10-01-02,摄影记者,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.60,0.55,72,45,65
2-10-02-01,文字编辑,VERIFIED,Matched in ISCO-08 reference,10,9,0.54,0.72,0.54,72,20,85
2-10-02-02,美术编辑,VERIFIED,Matched in ISCO-08 reference,10,9,0.57,0.68,0.43,72,20,65
2-10-02-03,技术编辑,VERIFIED,Matched in ISCO-08 reference,10,9,0.36,0.70,0.69,72,20,65
2-10-02-04,数字出版编辑S,VERIFIED,Matched in ISCO-08 reference,10,9,0.54,0.77,0.70,75,20,80
2-10-02-05,网络编辑S,VERIFIED,Matched in ISCO-08 reference,10,9,0.53,0.67,0.61,72,10,85
2-10-02-06,电子音乐编辑,VERIFIED,Matched in ISCO-08 reference,10,9,0.59,0.70,0.47,75,20,65
2-10-03-00,校对员,VERIFIED,Matched in ISCO-08 reference,10,9,0.56,0.67,0.72,65,15,85
2-10-04-01,播音员,VERIFIED,Matched in ISCO-08 reference,9,9,0.50,0.68,0.53,72,25,95
2-10-04-02,节目主持人,VERIFIED,Matched in ISCO-08 reference,10,9,0.51,0.73,0.59,75,20,90
2-10-05-01,翻译,VERIFIED,Matched in ISCO-08 reference,10,9,0.47,0.68,0.67,85,20,95
2-10-05-02,手语翻译,VERIFIED,Matched in ISCO-08 reference,10,9,0.47,0.60,0.56,75,40,85
2-10-06-01,文献信息专业人员,VERIFIED,Matched in ISCO-08 reference,10,9,0.60,0.76,0.40,72,15,85
2-10-06-02,微缩摄影专业人员,VERIFIED,Matched in ISCO-08 reference,10,9,0.60,0.70,0.53,65,35,60
2-10-07-00,档案专业人员,VERIFIED,Matched in ISCO-08 reference,10,9,0.47,0.68,0.66,65,15,70
2-10-08-01,考古专业人员,VERIFIED,Matched in ISCO-08 reference,10,9,0.29,0.55,0.73,75,40,65
2-10-08-02,文物藏品专业人员,VERIFIED,Matched in ISCO-08 reference,10,9,0.41,0.66,0.59,75,20,65
2-10-08-03,可移动文物保护专业人员,2149,Science and Engineering Professionals Not Elsewhere Classified,10,9,0.42,0.74,0.57,85,40,65
2-10-08-04,不可移动文物保护专业人员,VERIFIED,Matched in ISCO-08 reference,10,9,0.43,0.66,0.60,75,30,65
2-10-08-05,文物展陈专业人员,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.72,0.61,75,25,70
3-01-01-01,行政办事员,4140,General Office Clerks,10,9,0.53,0.69,0.47,65,15,70
3-01-01-02,政务服务办事员,VERIFIED,Matched in ISCO-08 reference,10,9,0.42,0.65,0.55,65,25,75
3-01-01-03,统计调查员,VERIFIED,Matched in ISCO-08 reference,10,9,0.43,0.64,0.59,72,35,78
3-01-01-04,社团会员管理员,3339,Business Services Agents Not Elsewhere Classified,10,9,0.53,0.73,0.61,65,15,70
3-01-01-05,劝募员,VERIFIED,Matched in ISCO-08 reference,10,9,0.55,0.65,0.45,65,25,80
3-01-02-01,机要员,VERIFIED,Matched in ISCO-08 reference,10,9,0.19,0.65,0.80,65,25,70
3-01-02-02,秘书,VERIFIED,Matched in ISCO-08 reference,9,9,0.45,0.64,0.55,65,15,70
3-01-02-03,公关员,VERIFIED,Matched in ISCO-08 reference,10,9,0.59,0.76,0.55,72,20,85
3-01-02-04,收发员,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.68,0.61,45,60,55
3-01-02-05,打字员,4140,Typists,10,9,0.70,0.70,0.35,45,20,85
3-01-02-06,速录师,VERIFIED,Matched in ISCO-08 reference,10,9,0.43,0.57,0.57,75,20,90
3-01-02-07,制图员,VERIFIED,Matched in ISCO-08 reference,10,9,0.55,0.66,0.45,65,15,70
3-01-02-08,后勤管理员,VERIFIED,Matched in ISCO-08 reference,10,9,0.37,0.66,0.60,55,30,65
3-01-03-01,行政执法员,VERIFIED,Matched in ISCO-08 reference,10,9,0.44,0.69,0.57,72,25,75
3-01-03-02,劳动人事争议仲裁员,VERIFIED,Matched in ISCO-08 reference,10,9,0.58,0.64,0.53,85,20,80
3-01-03-03,农村土地承包仲裁员,2419,Legal Professionals Not Elsewhere Classified,10,9,0.47,0.55,0.53,75,20,70
3-01-04-01,村和社区工作者,VERIFIED,Matched in ISCO-08 reference,10,9,0.47,0.71,0.56,65,25,75
3-01-04-02,城市管理网格员,4331,Administrative and executive secretaries,10,9,0.47,0.68,0.53,55,40,65
3-01-04-03,劳动保障协理员,VERIFIED,Matched in ISCO-08 reference,10,9,0.44,0.77,0.60,65,15,70
3-01-04-04,退役军人事务员,VERIFIED,Matched in ISCO-08 reference,10,9,0.60,0.76,0.53,65,15,70
3-01-04-05,基层法律服务工作者,VERIFIED,Matched in ISCO-08 reference,10,9,0.35,0.66,0.65,75,20,85
3-01-04-06,医疗保障专员,VERIFIED,Matched in ISCO-08 reference,10,9,0.64,0.78,0.53,65,15,70
3-02-01-00,人民警察,VERIFIED,Matched in ISCO-08 reference,10,9,0.34,0.66,0.60,75,40,65
3-02-02-00,保卫管理员,5331,Security Guards,10,9,0.47,0.74,0.59,65,40,70
3-02-02-02,辅警,5331,Security Guards,10,9,0.41,0.60,0.62,55,45,65
3-02-03-01,消防员,VERIFIED,Matched in ISCO-08 reference,10,9,0.40,0.76,0.60,75,90,60
3-02-03-02,消防指挥员,VERIFIED,Matched in ISCO-08 reference,10,9,0.55,0.80,0.48,85,40,75
3-02-03-03,消防装备管理员,VERIFIED,Matched in ISCO-08 reference,10,9,0.43,0.64,0.65,65,40,60
3-02-03-04,消防安全管理员,VERIFIED,Matched in ISCO-08 reference,10,9,0.42,0.71,0.57,65,30,70
3-02-03-05,消防监督检查员,VERIFIED,Matched in ISCO-08 reference,10,9,0.36,0.68,0.66,72,45,68
3-02-03-06,森林消防员L,VERIFIED,Matched in ISCO-08 reference,10,9,0.42,0.72,0.59,72,88,65
3-02-03-07,森林火情瞭望观察员L,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.66,0.55,65,30,70
3-02-03-08,应急救援员,VERIFIED,Matched in ISCO-08 reference,10,9,0.48,0.66,0.57,75,85,60
3-03-01-01,仲裁员,VERIFIED,Matched in ISCO-08 reference,10,9,0.58,0.65,0.53,85,10,80
3-03-01-02,仲裁秘书,VERIFIED,Matched in ISCO-08 reference,10,9,0.57,0.73,0.60,75,10,80
3-03-01-03,调解员,VERIFIED,Matched in ISCO-08 reference,10,9,0.42,0.61,0.64,75,10,85
4-01-01-00,采购员,VERIFIED,Matched in ISCO-08 reference,10,9,0.57,0.78,0.59,72,20,75
4-01-02-01,营销员,VERIFIED,Matched in ISCO-08 reference,10,9,0.57,0.70,0.55,65,15,70
4-01-02-03,商品营业员,VERIFIED,Matched in ISCO-08 reference,10,9,0.55,0.72,0.45,45,35,75
4-01-02-04,收银员,VERIFIED,Matched in ISCO-08 reference,10,9,0.56,0.68,0.45,35,25,60
4-01-02-05,摊商,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.68,0.51,45,60,75
4-01-02-06,连锁经营管理师,1349,Business Services Professionals Not Elsewhere Classified,10,9,0.47,0.68,0.63,72,25,65
4-01-03-01,农产品经纪人,VERIFIED,Matched in ISCO-08 reference,10,9,0.50,0.70,0.56,65,30,75
4-01-03-02,粮油竞价交易员,VERIFIED,Matched in ISCO-08 reference,10,9,0.36,0.68,0.69,72,20,65
4-01-03-03,易货师,VERIFIED,Matched in ISCO-08 reference,10,9,0.49,0.70,0.68,72,25,68
4-01-03-04,二手车经纪人,VERIFIED,Matched in ISCO-08 reference,10,9,0.57,0.76,0.52,65,25,70
4-01-04-01,再生物资回收挑选工L,VERIFIED,Matched in ISCO-08 reference,10,9,0.51,0.66,0.63,45,75,30
4-01-05-01,农产品购销员,4331,Sales and Buying Agents,10,9,0.48,0.72,0.55,65,35,70
4-01-05-02,医药商品购销员,4331,Sales and Purchasing Agents,9,9,0.61,0.71,0.43,65,25,70
4-01-05-03,出版物发行员,4331,Sales and Services Assistants,10,9,0.36,0.63,0.64,65,35,70
4-01-05-04,烟草制品购销员,4331,Sales and Buying Agents,10,9,0.46,0.72,0.54,65,25,75
4-01-06-01,电子商务师S,VERIFIED,Matched in ISCO-08 reference,10,9,0.59,0.68,0.63,72,10,75
4-01-06-02,互联网营销师S,VERIFIED,Matched in ISCO-08 reference,10,9,0.64,0.78,0.55,72,25,85
4-02-01-01,轨道交通列车司机L,VERIFIED,Matched in ISCO-08 reference,10,9,0.30,0.58,0.72,75,20,65
4-02-01-02,铁路列车乘务员,VERIFIED,Matched in ISCO-08 reference,10,9,0.36,0.67,0.65,65,45,70
4-02-01-03,铁路车站客运服务员,VERIFIED,Matched in ISCO-08 reference,10,9,0.42,0.60,0.57,55,40,75
4-02-01-04,铁路行包运输服务员,4331,Railway Station and Transport Service Attendants,10,9,0.39,0.74,0.70,65,45,70
4-02-01-05,铁路车站货运服务员,4331,Cargo Handling Supervisors,10,9,0.45,0.71,0.72,55,30,65
4-02-01-06,轨道交通调度员,VERIFIED,Matched in ISCO-08 reference,10,9,0.33,0.73,0.63,85,20,75
4-02-01-07,城市轨道交通服务员,5331,Passenger Service Attendants,10,9,0.55,0.67,0.64,55,30,65
4-02-02-01,客运车辆驾驶员L,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.61,0.70,65,40,70
4-02-02-02,道路货运汽车驾驶员L,VERIFIED,Matched in ISCO-08 reference,10,9,0.41,0.68,0.68,65,45,70
4-02-02-03,道路客运服务员,VERIFIED,Matched in ISCO-08 reference,10,9,0.48,0.65,0.63,45,35,75
4-02-02-04,道路货运业务员,VERIFIED,Matched in ISCO-08 reference,10,9,0.54,0.70,0.59,65,15,70
4-02-02-05,道路运输调度员,VERIFIED,Matched in ISCO-08 reference,10,9,0.70,0.79,0.52,72,10,75
4-02-02-06,路况信息监控员,VERIFIED,Matched in ISCO-08 reference,10,9,0.62,0.73,0.36,65,15,70
4-02-02-07,机动车驾驶教练员,4341,Driving instructors,10,9,0.49,0.73,0.57,65,15,70
4-02-02-08,油气电站操作员,VERIFIED,Matched in ISCO-08 reference,10,9,0.51,0.70,0.57,65,45,70
4-02-02-09,汽车救援员,VERIFIED,Matched in ISCO-08 reference,10,9,0.42,0.68,0.65,65,75,60
4-02-03-01,客运船舶驾驶员,VERIFIED,Matched in ISCO-08 reference,10,9,0.36,0.68,0.72,85,40,75
4-02-03-02,船舶业务员,VERIFIED,Matched in ISCO-08 reference,10,9,0.59,0.77,0.73,68,20,75
4-02-03-03,港口客运员,VERIFIED,Matched in ISCO-08 reference,10,9,0.47,0.68,0.61,55,35,75
4-02-03-04,水上救生员,VERIFIED,Matched in ISCO-08 reference,10,9,0.53,0.60,0.65,65,85,40
4-02-03-05,航标工,VERIFIED,Matched in ISCO-08 reference,10,9,0.42,0.69,0.60,65,45,60
4-02-04-01,民航乘务员,5342,Air cabin crew,10,9,0.40,0.76,0.69,65,45,70
4-02-04-02,航空运输地面服务员,VERIFIED,Matched in ISCO-08 reference,10,9,0.57,0.69,0.43,65,40,75
4-02-04-03,机场运行指挥员,VERIFIED,Matched in ISCO-08 reference,10,9,0.47,0.66,0.57,85,20,75
4-02-04-04,航空安全员,5371,Security Guards,10,9,0.41,0.70,0.59,72,45,68
4-02-04-05,机场场务员,7119,Building and maintenance workers not elsewhere classified,10,9,0.47,0.71,0.67,55,60,40
4-02-04-06,无人机驾驶员,VERIFIED,Matched in ISCO-08 reference,10,9,0.55,0.73,0.70,72,25,65
4-02-05-01,装卸搬运工,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.71,0.59,45,85,30
4-02-05-02,客运售票员,4231,Ticketing and Reservation Clerks,10,9,0.61,0.65,0.42,45,30,75
4-02-05-03,货运代理服务员,4331,Cargo and Freight Agents,9,9,0.57,0.69,0.45,65,15,70
4-02-05-04,危险货物运输作业员,VERIFIED,Matched in ISCO-08 reference,10,9,0.53,0.72,0.57,65,45,70
4-02-06-01,仓储管理员,VERIFIED,Matched in ISCO-08 reference,10,9,0.48,0.72,0.59,55,45,60
4-02-06-02,理货员,4331,Cargo Handlers,10,9,0.50,0.68,0.49,45,75,40
4-02-06-03,物流服务师L,VERIFIED,Matched in ISCO-08 reference,10,9,0.52,0.69,0.74,65,15,70
4-02-06-04,冷藏工,VERIFIED,Matched in ISCO-08 reference,10,9,0.53,0.73,0.55,45,75,30
4-02-06-05,供应链管理师S,VERIFIED,Matched in ISCO-08 reference,10,9,0.53,0.64,0.73,75,10,65
4-02-07-01,邮政营业员,VERIFIED,Matched in ISCO-08 reference,10,9,0.53,0.73,0.52,45,30,65
4-02-07-02,邮件分拣员,4331,Postal and related workers,10,9,0.45,0.72,0.54,45,60,55
4-02-07-03,邮件转运员,7330,Mail sorters and other mail handlers,10,9,0.38,0.65,0.76,45,60,30
4-02-07-04,邮政投递员,4231,Postal and related workers,10,9,0.45,0.77,0.61,45,75,60
4-02-07-05,报刊业务员,VERIFIED,Matched in ISCO-08 reference,10,9,0.57,0.72,0.43,45,60,55
4-02-07-06,集邮业务员,VERIFIED,Matched in ISCO-08 reference,10,9,0.47,0.70,0.58,65,20,70
4-02-07-07,邮政市场业务员,3339,Business and Administration Professionals Not Elsewhere Classified,10,9,0.55,0.72,0.48,65,25,75
4-02-07-08,快递员,VERIFIED,Matched in ISCO-08 reference,10,9,0.41,0.79,0.64,45,85,60
4-02-07-09,快件处理员,VERIFIED,Matched in ISCO-08 reference,10,9,0.55,0.72,0.45,45,60,55
4-02-07-10,国际快递业务师,VERIFIED,Matched in ISCO-08 reference,10,9,0.52,0.74,0.47,72,10,75
4-02-07-11,快递站点管理师,4140,General Office Clerks,10,9,0.34,0.66,0.68,65,25,70
4-03-01-01,前厅服务员,VERIFIED,Matched in ISCO-08 reference,10,9,0.52,0.69,0.55,55,30,65
4-03-01-02,客房服务员,5130,Hotel receptionists and other service staff,10,9,0.35,0.70,0.64,35,75,45
4-03-01-03,旅店服务员,5130,Hotel and restaurant service staff,10,9,0.34,0.62,0.60,45,55,60
4-03-02-01,中式烹调师,5123,Cook,10,9,0.45,0.74,0.55,65,75,60
4-03-02-02,中式面点师,5123,Bakery and Pastry Cooks,10,9,0.53,0.64,0.52,65,70,40
4-03-02-03,西式烹调师,VERIFIED,Matched in ISCO-08 reference,10,9,0.38,0.62,0.60,65,15,70
4-03-02-04,西式面点师,VERIFIED,Matched in ISCO-08 reference,10,9,0.55,0.71,0.56,65,45,60
4-03-02-05,餐厅服务员,VERIFIED,Matched in ISCO-08 reference,10,9,0.62,0.74,0.40,45,60,75
4-03-02-06,营养配餐员,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.74,0.64,65,20,70
4-03-02-07,茶艺师,5133,Food and beverage service assistants,10,9,0.42,0.64,0.66,65,15,70
4-03-02-08,咖啡师,VERIFIED,Matched in ISCO-08 reference,10,9,0.49,0.75,0.60,65,35,70
4-03-02-09,调酒师,VERIFIED,Matched in ISCO-08 reference,10,9,0.43,0.65,0.55,65,15,70
4-03-02-10,调饮师,5123,Food and beverage service assistants,10,9,0.42,0.66,0.58,65,15,70
4-03-02-11,食品安全管理师,VERIFIED,Matched in ISCO-08 reference,10,9,0.42,0.67,0.68,72,25,68
4-03-02-12,侍酒师,VERIFIED,Matched in ISCO-08 reference,10,9,0.38,0.66,0.68,72,25,75
4-03-02-13,宴会定制服务师,3339,Event Planners and Coordinators,10,9,0.45,0.68,0.57,72,35,80
4-04-01-01,信息通信营业员,VERIFIED,Matched in ISCO-08 reference,10,9,0.59,0.74,0.44,65,15,70
4-04-01-02,信息通信业务员,VERIFIED,Matched in ISCO-08 reference,10,9,0.42,0.74,0.57,65,15,70
4-04-02-01,信息通信网络机务员S,3139,Information and communications technology technicians not elsewhere classified,10,9,0.47,0.66,0.48,65,35,60
4-04-02-02,信息通信网络线务员,VERIFIED,Matched in ISCO-08 reference,10,9,0.42,0.65,0.58,55,75,45
4-04-02-03,信息通信网络动力机务员S,3126,Telecommunications Engineering Technicians,10,9,0.51,0.68,0.55,65,40,60
4-04-02-04,信息通信网络测量员,3126,Telecommunications Engineering Technicians,10,9,0.33,0.68,0.72,65,45,70
4-04-02-05,无线电监测与设备运维员S,3126,Telecommunications Engineering Technicians,10,9,0.40,0.72,0.59,72,35,65
4-04-03-01,广播电视天线工,VERIFIED,Matched in ISCO-08 reference,10,9,0.53,0.76,0.65,65,85,40
4-04-03-02,广播电视机线员,VERIFIED,Matched in ISCO-08 reference,10,9,0.53,0.70,0.48,65,45,60
4-04-04-01,信息通信网络运行管理员S,VERIFIED,Matched in ISCO-08 reference,10,9,0.51,0.63,0.50,75,20,65
4-04-04-02,网络与信息安全管理员S,2529,Database and Network Professionals not Elsewhere Classified,10,9,0.33,0.71,0.65,85,20,65
4-04-04-03,信息通信信息化系统管理员S,VERIFIED,Matched in ISCO-08 reference,10,9,0.53,0.74,0.78,72,15,65
4-04-04-04,信息安全测试员S,VERIFIED,Matched in ISCO-08 reference,10,9,0.55,0.70,0.55,78,15,65
4-04-04-05,数字化解决方案设计师S,VERIFIED,Matched in ISCO-08 reference,10,9,0.53,0.82,0.58,78,10,75
4-04-04-06,网络安全等级保护测评师,2529,Information and communications technology professionals not elsewhere classified,10,9,0.48,0.69,0.60,78,25,72
4-04-04-07,密码技术应用员S,VERIFIED,Matched in ISCO-08 reference,10,9,0.36,0.70,0.65,75,20,65
4-04-05-01,计算机程序设计员S,VERIFIED,Matched in ISCO-08 reference,10,9,0.47,0.72,0.57,78,12,65
4-04-05-02,计算机软件测试员S,VERIFIED,Matched in ISCO-08 reference,10,9,0.53,0.68,0.65,65,15,70
4-04-05-03,呼叫中心服务员,4241,Telephone Callers,10,9,0.57,0.70,0.43,65,15,85
4-04-05-04,数据库运行管理员S,VERIFIED,Matched in ISCO-08 reference,10,9,0.34,0.70,0.72,72,15,65
4-04-05-05,人工智能训练师S,VERIFIED,Matched in ISCO-08 reference,10,9,0.68,0.79,0.55,72,25,65
4-04-05-06,区块链应用操作员S,VERIFIED,Matched in ISCO-08 reference,10,9,0.35,0.70,0.68,72,10,65
4-04-05-07,服务机器人应用技术员S,VERIFIED,Matched in ISCO-08 reference,10,9,0.53,0.70,0.46,65,35,70
4-04-05-08,电子数据取证分析师S,VERIFIED,Matched in ISCO-08 reference,10,9,0.35,0.65,0.61,85,20,75
4-04-05-09,信息系统适配验证师S,2529,Software and applications developers and analysts not elsewhere classified,10,9,0.48,0.68,0.54,72,10,65
4-04-05-10,数字孪生应用技术员S,VERIFIED,Matched in ISCO-08 reference,10,9,0.50,0.67,0.57,72,25,65
4-04-05-11,虚拟现实产品设计师S,VERIFIED,Matched in ISCO-08 reference,10,9,0.46,0.67,0.62,75,20,65
4-05-01-01,银行综合柜员,VERIFIED,Matched in ISCO-08 reference,10,9,0.51,0.78,0.66,65,25,70
4-05-01-02,银行信贷员,VERIFIED,Matched in ISCO-08 reference,10,9,0.56,0.72,0.55,75,20,70
4-05-01-03,银行客户业务员,4241,Banking Clerks,10,9,0.54,0.77,0.57,65,15,70
4-05-01-04,银行信用卡业务员,3339,Business Services Agents Not Elsewhere Classified,10,9,0.50,0.77,0.50,65,15,70
4-05-02-00,证券期货服务师,VERIFIED,Matched in ISCO-08 reference,10,9,0.52,0.77,0.48,75,10,65
4-05-03-01,保险代理人,VERIFIED,Matched in ISCO-08 reference,10,9,0.53,0.72,0.60,68,12,75
4-05-03-02,保险保全员,4241,Insurance and Pension Agents,10,9,0.61,0.78,0.44,65,15,70
4-05-03-03,保险公估人,VERIFIED,Matched in ISCO-08 reference,10,9,0.36,0.64,0.64,72,35,68
4-05-03-04,保险经纪人,VERIFIED,Matched in ISCO-08 reference,10,9,0.55,0.74,0.53,75,10,80
4-05-04-01,典当业务员,VERIFIED,Matched in ISCO-08 reference,10,9,0.50,0.70,0.59,65,25,70
4-05-04-02,鉴定估价师,VERIFIED,Matched in ISCO-08 reference,10,9,0.47,0.64,0.62,85,20,65
4-05-05-01,信托业务员,VERIFIED,Matched in ISCO-08 reference,10,9,0.47,0.68,0.53,75,20,70
4-05-05-02,资产管理师,VERIFIED,Matched in ISCO-08 reference,10,9,0.49,0.73,0.51,85,10,75
4-06-01-01,物业管理师,4140,Office Clerks,10,9,0.42,0.72,0.61,65,25,70
4-06-01-02,中央空调系统运行操作员,VERIFIED,Matched in ISCO-08 reference,10,9,0.51,0.73,0.74,65,45,60
4-06-01-03,停车管理员,5331,Parking Attendants,10,9,0.57,0.68,0.46,45,40,65
4-06-01-04,智能楼宇管理员S,VERIFIED,Matched in ISCO-08 reference,10,9,0.47,0.75,0.72,65,30,60
4-06-02-01,房地产经纪人,VERIFIED,Matched in ISCO-08 reference,10,9,0.53,0.67,0.60,65,15,70
4-06-02-02,房地产策划师,VERIFIED,Matched in ISCO-08 reference,10,9,0.52,0.74,0.60,75,10,80
4-06-02-03,验房师,VERIFIED,Matched in ISCO-08 reference,10,9,0.57,0.74,0.58,65,35,70
4-07-01-01,租赁业务员,VERIFIED,Matched in ISCO-08 reference,10,9,0.37,0.74,0.70,65,25,75
4-07-01-02,拍卖服务师,3339,Business Services Agents Not Elsewhere Classified,10,9,0.53,0.60,0.53,72,25,78
4-07-02-01,风险管理师,2419,Business Professionals Not Elsewhere Classified,10,9,0.71,0.81,0.56,82,10,75
4-07-02-02,科技咨询师,VERIFIED,Matched in ISCO-08 reference,10,9,0.53,0.72,0.65,75,10,80
4-07-02-03,客户服务管理员,4241,Customer Service Clerks,10,9,0.66,0.78,0.49,65,15,70
4-07-02-04,信用管理师,VERIFIED,Matched in ISCO-08 reference,10,9,0.63,0.68,0.37,75,10,65
4-07-02-05,商务数据分析师S,VERIFIED,Matched in ISCO-08 reference,10,9,0.69,0.78,0.55,75,10,70
4-07-03-01,职业指导师,VERIFIED,Matched in ISCO-08 reference,10,9,0.40,0.73,0.59,75,10,80
4-07-03-02,劳动关系协调师,VERIFIED,Matched in ISCO-08 reference,10,9,0.53,0.68,0.47,75,10,80
4-07-03-03,创业指导师,VERIFIED,Matched in ISCO-08 reference,10,9,0.49,0.78,0.59,75,10,80
4-07-03-04,企业人力资源管理师,VERIFIED,Matched in ISCO-08 reference,10,9,0.43,0.73,0.57,72,10,75
